aertaishan 阿尔泰山
toutoumomo 偷偷摸摸
touyunmuxuan 头晕目眩
touzishouyi 投资收益
touziyinhang 投资银行
touzizonge 投资总额
tuanduijingshen 团队精神
tuanjiefendou 团结奋斗
tuanjiefenjin 团结奋进
tuanjiefenzhan 团结奋战
tuanjiehezuo 团结合作
tuanjiehuzhu 团结互助
tuanjieqilai 团结起来
tuanjieyixin 团结一心
tuanjieyizhi 团结一致
tuanjieyouai 团结友爱
tuantibisai 团体比赛
tuantiguanjun 团体冠军
tuantihuodong 团体活动
tuantizhijian 团体之间
tuantuanweizhu 团团围住
tuantuanyuanyuan 团团圆圆
tubiaoshuoming 图表说明
tubulvxing 徒步旅行
tuchubiaoxian 突出表现
tuchugongxian 突出贡献
tuchuweizhi 突出位置
tuchuzhongdian 突出重点
tuchuzhuti 突出主题
tudigaige 土地改革
tudigeming 土地革命
tudiguoyou 土地国有
tudijiage 土地价格
tufashijian 突发事件
tuhuawenzi 图画文字
tuichongbeizhi 推崇备至
tuidaochonglai 推倒重来
tuiguangxianjin 推广先进
tuijingaige 推进改革
tuilifangfa 推理方法
tuixiangshichang 推向市场
tuixiaochanpin 推销产品
tuixiugongren 退休工人
tuixiunianling 退休年龄
tuixiuzhigong 退休职工
tuiyijunren 退役军人
tujiduiyuan 突击队员
tulaowugong 徒劳无功
tumugongcheng 土木工程
tumujianzhu 土木建筑
tunshixibao 吞噬细胞
tuoguanzhidu 托管制度
tuolikuhai 脱离苦海
tuoliqunzhong 脱离群众
tuolishiji 脱离实际
tuolixianshi 脱离现实
tuoluoxialai 脱落下来
tuopinzhifu 脱贫致富
tuoshanchuli 妥善处理
tuoshanchuzhi 妥善处置
tuoshanjiejue 妥善解决
tuoyanghegan 脱氧核苷
tuoyanghetang 脱氧核糖
turangfeili 土壤肥力
turanggailiang 土壤改良
turanghuanjing 土壤环境
turangqinshi 土壤侵蚀
turangshidu 土壤湿度
turangshuifen 土壤水分
turangtiaojian 土壤条件
turangwuran 土壤污染
turangzhidi 土壤质地
turanxiji 突然袭击
tushouticao 徒手体操
tushuxiaodu 图书消毒
tushuziliao 图书资料
tutengchongbai 图腾崇拜
tuxiangchuli 图像处理
tuxiangshibie 图像识别
tuxiangwenjian 图像文件
tuxiangyasuo 图像压缩
tuxingfuhao 图形符号
tuxingjiemian 图形界面
tuxingtuxiang 图形图像
tuxingwenjian 图形文件
tuzhujumin 土著居民
waibuhuanjing 外部环境
waibushebei 外部设备
waicengkongjian 外层空间
waiguansheji 外观设计
waiguotouzi 外国投资
waiguowenxue 外国文学
waiguozhuanjia 外国专家
waihuichubei 外汇储备
waihuiguanzhi 外汇管制
waihuijiaoyi 外汇交易
waihuishouru 外汇收入
waijiaobuzhang 外交部长
waijiaociling 外交辞令
waijiaodachen 外交大臣
waijiaodaibiao 外交代表
waijiaoguanxi 外交关系
waijiaohuodong 外交活动
waijiaojigou 外交机构
waijiaorenyuan 外交人员
waijiaoshijie 外交使节
waijiaoshituan 外交使团
waijiaoshiwu 外交事务
waijiaozhengce 外交政策
waijirenshi 外籍人士
waikeshoushu 外科手术
waikeyisheng 外科医生
wailairenyuan 外来人员
wailaiwenhua 外来文化
waiqiangtuliao 外墙涂料
waiqushishi 歪曲事实
waishangtouzi 外商投资
waiweishebei 外围设备
waixingchicun 外形尺寸
waiziqiye 外资企业
wanfenzhiyi 万分之一
wangfuyundong 往复运动
wanggongguizu 王公贵族
wangguolunzhe 亡国论者
wangguozhiyin 亡国之音
wanghoujiangxiang 王侯将相
wangluoanquan 网络安全
wangluodianhua 网络电话
wangluodizhi 网络地址
wangluofenxi 网络分析
wangluofugai 网络覆盖
wangluofuwu 网络服务
wangluogongji 网络攻击
wangluoguanli 网络管理
wangluoguzhang 网络故障
wangluojiegou 网络结构
wangluojiekou 网络接口
wangluoketang 网络课堂
wangluokongjian 网络空间
wangluolianjie 网络连接
wangluomeiti 网络媒体
wangluopingtai 网络平台
wangluoruanjian 网络软件
wangluoshangcheng 网络商城
wangluoshebei 网络设备
wangluoshidai 网络时代
wangluotixi 网络体系
wangluotongxin 网络通信
wangluotuopu 网络拓扑
wangluowenxue 网络文学
wangluoxiaoshuo 网络小说
wangluoxieyi 网络协议
wangluoxinwen 网络新闻
wangluoxitong 网络系统
wangluoyingxiao 网络营销
wangluoyingyong 网络应用
wangluoyouxi 网络游戏
wangluoziyuan 网络资源
wangshangjiaoyi 网上交易
wangshangliaotian 网上聊天
wangshangshangcheng 网上商城
wangshangyinhang 网上银行
wangshangzhifu 网上支付
wangububian 万古不变
wanguchangqing 万古长青
wanguliufang 万古流芳
wangweijicheng 王位继承
wangyangdahai 汪洋大海
wangyangzisi 汪洋恣肆
wangyeneirong 网页内容
wangyewenjian 网页文件
wanhaowusun 完好无损
wanhesongfeng 万壑松风
wanlichangcheng 万里长城
wanlichangkong 万里长空
wanlichangzheng 万里长征
wanliwuyun 万里无云
wanlonghuiyi 万隆会议
wannanshibian 皖南事变
wanqiangdikang 顽强抵抗
wanqiangpinbo 顽强拼搏
wanqianqixiang 万千气象
wanqingshiqi 晚清时期
wanquanbaomi 完全保密
wanquanbimian 完全避免
wanquanbiyao 完全必要
wanquanfuhe 完全符合
wanquanhuifu 完全恢复
wanquanmianfei 完全免费
wanquantongyi 完全同意
wanquanxiangtong 完全相同
wanquanyizhi 完全一致
wanquanzhengque 完全正确
wanshiruyi 万事如意
wanshishibiao 万世师表
wanshiwanwu 万事万物
wanwanququ 弯弯曲曲
wanxianggengxin 万象更新
wanyimeiyuan 万亿美元
wanzhengwusun 完整无损
wanzhongyixin 万众一心
wanzhongzhumu 万众瞩目
wanzhuandongting 婉转动听
wawadaku 哇哇大哭
weibeiguilv 违背规律
weibotongxin 微波通信
weichangbuke 未尝不可
weichixiaqu 维持下去
weiciyansuan 谓词演算
weidachengjiu 伟大成就
weidagongcheng 伟大工程
weidaguangrong 伟大光荣
weidalingxiu 伟大领袖
weidaobuhao 味道不好
weidaoxianmei 味道鲜美
weidaqizhi 伟大旗帜
weidashengli 伟大胜利
weidashiye 伟大事业
weidayiyi 伟大意义
weidazuguo 伟大祖国
weifabijiu 违法必究
weifafanzui 违法犯罪
weifanguiding 违反规定
weifaweiji 违法违纪
weifaxingwei 违法行为
weifenfangcheng 微分方程
weiguanshijie 微观世界
weiguanyiren 为官一任
weiguofenyou 为国分忧
weiguoweimin 为国为民
weiguoxisheng 为国牺牲
weiguozhanzheng 卫国战争
weiguozhengguang 为国争光
weihaibuda 危害不大
weihebudui 维和部队
weihepingyuan 渭河平原
weihuheping 维护和平
weihujiti 维护集体
weihuzhengyi 维护正义
weijiguantou 危急关头
weijingxuke 未经许可
weijiqingkuang 危急情况
weijiyishi 危机意识
weilaizhuyi 未来主义
weiliangfenxi 微量分析
weiliangyuansu 微量元素
weilianmusi 威廉姆斯
weimeizhuyi 唯美主义
weiminfuwu 为民服务
weiminzaofu 为民造福
weinanqingxu 畏难情绪
weinengxingmian 未能幸免
weiqibuyuan 为期不远
weiqiruci 唯其如此
weiranyili 巍然屹立
weirenchushi 为人处世
weirensuozhi 为人所知
weirenzhengzhi 为人正直
weiruangongsi 微软公司
weishengbaojian 卫生保健
weishengbiaozhun 卫生标准
weishengbumen 卫生部门
weishengjieju 卫生洁具
weishenglingyu 卫生领域
weishengsheshi 卫生设施
weishengshiye 卫生事业
weishengtiaojian 卫生条件
weishengtongji 卫生统计
weishengxiguan 卫生习惯
weishengyongpin 卫生用品
weishengzhuangkuang 卫生状况
weishengzuzhi 卫生组织
weishubuduo 为数不多
weishuzhongduo 为数众多
weisuobuqian 畏缩不前
weiweiyixiao 微微一笑
weiwubuqu 威武不屈
weiwuxiongzhuang 威武雄壮
weixiaoqilai 微笑起来
weixingdianshi 卫星电视
weixingguangbo 卫星广播
weixingtongxin 卫星通信
weixinyundong 维新运动
weixiubaoyang 维修保养
weixiuzhongxin 维修中心
weiyibiaozhun 唯一标准
weiyuezeren 违约责任
weizaozhengjian 伪造证件
weizhangcaozuo 违章操作
weizhebijiu 违者必究
weizhengyide 为政以德
weizhifuwu 位置服务
weizhilingyu 未知领域
wenbenbianji 文本编辑
wenbenchuli 文本处理
wenbenwenjian 文本文件
wenbiliuchang 文笔流畅
wenbufazhan 稳步发展
wenbuqianjin 稳步前进
wenbuzengzhang 稳步增长
wencaifeiran 文采斐然
wenchangaochan 稳产高产
wenchenggongzhu 文成公主
wenciyoumei 文辞优美
wendangwenjian 文档文件
wendingqingxu 稳定情绪
wendingrenxin 稳定人心
wendingwujia 稳定物价
wendingxialai 稳定下来
wendingzengzhang 稳定增长
wendukongzhi 温度控制
wengwengzuoxiang 嗡嗡作响
wenhuabeijing 文化背景
wenhuachangsuo 文化场所
wenhuachanye 文化产业
wenhuachayi 文化差异
wenhuachongtu 文化冲突
wenhuachuanmei 文化传媒
wenhuadiyun 文化底蕴
wenhuafenwei 文化氛围
wenhuagongyuan 文化公园
wenhuajiaoliu 文化交流
wenhuajiaowang 文化交往
wenhuajiaoyu 文化教育
wenhuajingguan 文化景观
wenhuakuaican 文化快餐
wenhuamingcheng 文化名城
wenhuamingren 文化名人
wenhuasuzhi 文化素质
wenhuayichan 文化遗产
wenhuayule 文化娱乐
wenjianchuangjian 文件创建
wenjianchuanshu 文件传输
wenjianchuansong 文件传送
wenjiandaxiao 文件大小
wenjiangeshi 文件格式
wenjiangongxiang 文件共享
wenjianxitong 文件系统
wenjiaoweisheng 文教卫生
wenjuandiaocha 问卷调查
wenmingchengshi 文明城市
wenmingguguo 文明古国
wenminglimao 文明礼貌
wenmingliyi 文明礼仪
wenmingquanguo 闻名全国
wenmingshijie 闻名世界
wenmingweisheng 文明卫生
wenmingxiaoqu 文明小区
wenmingyushi 闻名于世
wenmingzhifa 文明执法
wenmingzhongwai 闻名中外
wennuanruchun 温暖如春
wenrenmoke 文人墨客
wenshixiaoying 温室效应
wentisuozai 问题所在
wenwendangdang 稳稳当当
wenwubaohu 文物保护
wenwubumen 文物部门
wenxianziliao 文献资料
wenxuechuangzuo 文学创作
wenxuegeming 文学革命
wenxuemingzhu 文学名著
wenxueyichan 文学遗产
wenxueyishu 文学艺术
wenxueyuyan 文学语言
wenxuezuopin 文学作品
wenyibiaoyan 文艺表演
wenyichuangzuo 文艺创作
wenyifuxing 文艺复兴
wenyiwanhui 文艺晚会
wenyiyanchu 文艺演出
wenyizuopin 文艺作品
wenzhangneirong 文章内容
wenzhibinbin 文质彬彬
wenzibianji 文字编辑
wenzichuli 文字处理
wenzishuoming 文字说明
wodangwojun 我党我军
wohucanglong 卧虎藏龙
wubianwuji 无边无际
wubianwuyin 无边无垠
wubingshenyin 无病呻吟
wucaibanlan 五彩斑斓
wucaibinfen 五彩缤纷
wucanshijian 午餐时间
wuchanfengfu 物产丰富
wuchangqiyi 武昌起义
wucongshuoqi 无从说起
wucongtanqi 无从谈起
wucongxiashou 无从下手
wudaoxueyuan 舞蹈学院
wudijiandui 无敌舰队
wufabini 无法比拟
wufafangwen 无法访问
wufaguliang 无法估量
wufajieshi 无法解释
wufakexiang 无法可想
wufakongzhi 无法控制
wufarenshou 无法忍受
wufashuoming 无法说明
wufawanhui 无法挽回
wufaxingrong 无法形容
wufenggangguan 无缝钢管
wufenzhiyi 五分之一
wugaoxianhai 诬告陷害
wuguanjinyao 无关紧要
wuguchidao 无故迟到
wuguquexi 无故缺席
wuhandaxue 武汉大学
wujiafeizhang 物价飞涨
wujiakegui 无家可归
wujiaodalou 五角大楼
wujiazhishu 物价指数
wujihuaxue 无机化学
wujingbudui 武警部队
wujingguanbing 武警官兵
wukebianbo 无可辩驳
wukebini 无可比拟
wukefeiyi 无可非议
wukefouren 无可否认
wukenaihe 无可奈何
wuketidai 无可替代
wukewanhui 无可挽回
wukezhengbian 无可争辩
wulibianhua 物理变化
wulihuaxue 物理化学
wuliweixie 武力威胁
wulixianxiang 物理现象
wulixingzhi 物理性质
wulixuejia 物理学家
wuliyaoqiu 无理要求
wulunruhe 无论如何
wulunzenyang 无论怎样
wumeisheji 舞美设计
wumingyingxiong 无名英雄
wunianjihua 五年计划
wuqiganxiao 五七干校
wuqingwuyi 无情无义
wuqiongwujin 无穷无尽
wuqituxing 无期徒刑
wuqizhuangbei 武器装备
wuranhuanjing 污染环境
wurankongqi 污染空气
wurenguowen 无人过问
wurenjiashi 无人驾驶
wurenjuzhu 无人居住
wurenzhijing 无人之境
wurenzhixiao 无人知晓
wushangdaya 无伤大雅
wushangguangrong 无上光荣
wushengdianying 无声电影
wushiduonian 五十多年
wushiduosui 五十多岁
wushiliuge 五十六个
wushiniandai 五十年代
wushubisai 武术比赛
wushuichuli 污水处理
wushuijinghua 污水净化
wushuipaifang 污水排放
wushuiyichun 无水乙醇
wushuzhidao 武术指导
wusifengxian 无私奉献
wusiwuwei 无私无畏
wusiyuanzhu 无私援助
wusiyundong 五四运动
wusongdahu 武松打虎
wusunyasuo 无损压缩
wusuobubei 无所不备
wusuobuneng 无所不能
wusuobuzhi 无所不知
wusuoshicong 无所适从
wusuoshishi 无所事事
wusuoweiju 无所畏惧
wusuoyongxin 无所用心
wusuozuowei 无所作为
wutaiyishu 舞台艺术
wuweiyiti 五位一体
wuxiandianbo 无线电波
wuxiandiantai 无线电台
wuxianlianjie 无线连接
wuxiantongxin 无线通信
wuxianwangluo 无线网络
wuxianzhongcheng 无限忠诚
wuxiaolaodong 无效劳动
wuxinghongqi 五星红旗
wuxingzichan 无形资产
wuyanlvshi 五言律诗
wuyeguanli 物业管理
wuyeyoumin 无业游民
wuyibushi 无一不是
wuyigaoqiang 武艺高强
wuyiliwai 无一例外
wuyiwukao 无依无靠
wuyongxinxi 无用信息
wuyuanwugu 无缘无故
wuyuanwuhui 无怨无悔
wuyuanzhishui 无源之水
wuzhicaifu 物质财富
wuzhijichu 物质基础
wuzhitiaojian 物质条件
wuzhiwenming 物质文明
wuzhuangbudui 武装部队
wuzhuangchongtu 武装冲突
wuzhuangdouzheng 武装斗争
wuzhuangliliang 武装力量
wuzhuangqiyi 武装起义
wuzhuangtounao 武装头脑
wuzhudaici 物主代词
wuzijiaoliu 物资交流
wuzuipanjue 无罪判决
xiachangdidai 狭长地带
xiadichuanzhong 下底传中
xiadingjuexin 下定决心
xiageshiji 下个世纪
xiajizuzhi 下级组织
xiamendaxue 厦门大学
xianchangbiaoyan 现场表演
xianchangcaifang 现场采访
xianchangzhibo 现场直播
xianchuyuanxing 现出原形
xiandaihanyu 现代汉语
xiandaikeji 现代科技
xiandaikexue 现代科学
xiandainongye 现代农业
xiandaishige 现代诗歌
xiandaiwenming 现代文明
xiandaiwenxue 现代文学
xiandaiyixue 现代医学
xiandaizhanzheng 现代战争
xiangbizhixia 相比之下
xiangchabuduo 相差不多
xiangchaxuanshu 相差悬殊
xiangchibuxia 相持不下
xiangcunrenkou 乡村人口
xiangcunyinyue 乡村音乐
xiangdangkeguan 相当可观
xiangduieryan 相对而言
xiangduigaodu 相对高度
xiangduilaishuo 相对来说
xiangduishidu 相对湿度
xiangduisudu 相对速度
xiangduiwucha 相对误差
xiangduiyundong 相对运动
xiangfanxiangcheng 相反相成
xiangganghuigui 香港回归
xianggewanli 相隔万里
xiangguanxishu 相关系数
xianghucujin 相互促进
xianghuhezuo 相互合作
xianghujiaohuan 相互交换
xianghujiaozhi 相互交织
xianghujingzheng 相互竞争
xianghulianjie 相互连接
xianghuliaojie 相互了解
xianghulijie 相互理解
xianghupeihe 相互配合
xianghuxiezuo 相互协作
xianghuxinren 相互信任
xianghuyicun 相互依存
xianghuyilai 相互依赖
xianghuyingxiang 相互影响
xianghuzhichi 相互支持
xianghuzhijian 相互之间
xianghuzunzhong 相互尊重
xianghuzuoyong 相互作用
xiangjiaojixie 橡胶机械
xiangjiaozhipin 橡胶制品
xiangjiwenshi 相继问世
xianglezhuyi 享乐主义
xiangmufenxi 项目分析
xiangmuguanli 项目管理
xiangmujingli 项目经理
xiangmumingcheng 项目名称
xiangmuxuanze 项目选择
xiangqianxingshi 向前行驶
xiangqinxiangai 相亲相爱
xiangshangqingxie 向上倾斜
xiangsizhichu 相似之处
xiangtongzhichu 相同之处
xiangtuqixi 乡土气息
xiangwangyijiu 向往已久
xiangxiaqingxie 向下倾斜
xiangximiaoshu 详细描述
xiangxingwenzi 象形文字
xiangxixinxi 详细信息
xiangxiziliao 详细资料
xiangyingsudu 响应速度
xiangyoushengming 享有盛名
xiangyoushengyu 享有盛誉
xiangyuzhongwai 享誉中外
xiangzhengyiyi 象征意义
xiangzhengzhuyi 象征主义
xiangzhenqiye 乡镇企业
xianheyishi 显赫一时
xianhoushunxu 先后顺序
xianjindianxing 先进典型
xianjinfenzi 先进分子
xianjingeren 先进个人
xianjinguanli 现金管理
xianjinjingyan 先进经验
xianjinliuliang 现金流量
xianjinqingnian 先进青年
xianjinrenwu 先进人物
xianjinshebei 先进设备
xianjinshiji 先进事迹
xianjinxianchu 先进先出
xianjinzhifu 现金支付
xianlaihoudao 先来后到
xianluchulai 显露出来
xianmingduibi 鲜明对比
xianminggexing 鲜明个性
xianminglichang 鲜明立场
xianmingxingxiang 鲜明形象
xianmingzhuti 鲜明主题
xiannvxiafan 仙女下凡
xianrukunjing 陷入困境
xianruweizhu 先入为主
xianruzhijian 先入之见
xianshanlouge 仙山楼阁
xianshengduoren 先声夺人
xianshibian 西安事变
xianshifangshi 显示方式
xianshiqingkuang 现实情况
xianshishenghuo 现实生活
xianshiyiyi 现实意义
xianshizhongduan 显示终端
xianshizhuangzhi 显示装置
xianshizhuyi 现实主义
xiantaibingdu 仙台病毒
xiantianbuzu 先天不足
xiantoubudui 先头部队
xianweichangdu 纤维长度
xianweijiegou 纤维结构
xianweishuji 县委书记
xianweixibao 纤维细胞
xianweizhipin 纤维制品
xianxianchulai 显现出来
xianxingbianhuan 线性变换
xianxingbiaozhun 现行标准
xianxingdaishu 线性代数
xianxingdongwu 线形动物
xianxingfangcheng 线性方程
xianxingguanxi 线性关系
xianxingxiangguan 线性相关
xianyanduomu 鲜艳夺目
xianyangailv 先验概率
xianyijunren 现役军人
xianyouqiye 现有企业
xianzhixianjue 先知先觉
xianzhubiaozhi 显著标志
xianzhudiwei 显著地位
xianzhutedian 显著特点
xianzhuxiaoguo 显著效果
xianzouyibu 先走一步
xiaobuwuqu 小步舞曲
xiaocaiyidie 小菜一碟
xiaochugehe 消除隔阂
xiaochuyinhuan 消除隐患
xiaoedaikuan 小额贷款
xiaofanganquan 消防安全
xiaofangduiyuan 消防队员
xiaofangqicai 消防器材
xiaofangsheshi 消防设施
xiaofeiguannian 消费观念
xiaofeijiegou 消费结构
xiaofeishichang 消费市场
xiaofeishuiping 消费水平
xiaofeixingwei 消费行为
xiaoguoxianzhu 效果显著
xiaohuabuliang 消化不良
xiaohuaqiguan 消化器官
xiaohuaxijun 硝化细菌
xiaohuaxishou 消化吸收
xiaohuaxitong 消化系统
xiaohurenjia 小户人家
xiaojibeiguan 消极悲观
xiaojingfumu 孝敬父母
xiaojiqingxu 消极情绪
xiaojiyingxiang 消极影响
xiaojiyinsu 消极因素
xiaokangjiating 小康家庭
xiaokangshehui 小康社会
xiaokangshuiping 小康水平
xiaokangzhijia 小康之家
xiaomoshiguang 消磨时光
xiaonongjingji 小农经济
xiaoqiaolinglong 小巧玲珑
xiaoqiaoliushui 小桥流水
xiaorongmanmian 笑容满面
xiaoshiyizhuang 小事一桩
xiaoshoushichang 销售市场
xiaoshoushouru 销售收入
xiaoshouzhuguan 销售主管
xiaoshunfumu 孝顺父母
xiaosuanganyou 硝酸甘油
xiaotizhongxin 孝悌忠信
xiaoxiaonianji 小小年纪
xiaoxiezimu 小写字母
xiaoxinjinshen 小心谨慎
xiaoyanmiman 硝烟弥漫
xiaoyaozizai 逍遥自在
xiaoyuanhuanjing 校园环境
xiaoyuanshenghuo 校园生活
xiaoyuanwenhua 校园文化
xiaozuhuodong 小组活动
xiaozutaolun 小组讨论
xiayuzhishui 夏禹治水
xiazaianzhuang 下载安装
xiazaisudu 下载速度
xiazimoyu 瞎子摸鱼
xibaofenlie 细胞分裂
xibaogongcheng 细胞工程
xibaogujia 细胞骨架
xibaopeiyang 细胞培养
xibaoronghe 细胞融合
xibaoxueshuo 细胞学说
xibaoyinzi 细胞因子
xibaozhouqi 细胞周期
xibaozuzhi 细胞组织
xibeidiqu 西北地区
xiboliya 西伯利亚
xiedaifangbian 携带方便
xieheyiyuan 协和医院
xiehuihuizhang 协会会长
xiehuizhuxi 协会主席
xiejiaozuzhi 邪教组织
xieshangyizhi 协商一致
xieshizhuyi 写实主义
xieshoubingjian 携手并肩
xietiaokongzhi 协调控制
xietiaoyizhi 协调一致
xietonggongzuo 协同工作
xietongzuozhan 协同作战
xiexienimen 谢谢你们
xiexingwenzi 楔形文字
xiezuodanwei 协作单位
xiezuojiqiao 写作技巧
xiezuonengli 写作能力
xiezuotigang 写作提纲
xifangzhexue 西方哲学
xifutaozhuang 西服套装
xiguanshili 习惯势力
xiguanyongyu 习惯用语
xihanshiqi 西汉时期
xijieyikong 洗劫一空
xijuanquanguo 席卷全国
xijuantianxia 席卷天下
xijunwuqi 细菌武器
xijuxiaoguo 喜剧效果
xijuyanyuan 喜剧演员
xilashenhua 希腊神话
xilazimu 希腊字母
xiliechanpin 系列产品
xiliejiangzuo 系列讲座
xinandiqu 西南地区
xinanfeizhou 西南非洲
xinanlianda 西南联大
xinchaopengpai 心潮澎湃
xinchaoqifu 心潮起伏
xinchunyukuai 新春愉快
xincunjiaoxing 心存侥幸
xindaiyewu 信贷业务
xindetihui 心得体会
xindichunjie 心地纯洁
xinfanggongzuo 信访工作
xinganbaobei 心肝宝贝
xingbiechayi 性别差异
xingbiejuese 性别角色
xingbieqishi 性别歧视
xingcheshijian 行车时间
xingdongbubian 行动不便
xingdongjihua 行动计划
xingdongminjie 行动敏捷
xingdongzhinan 行动指南
xingdongziru 行动自如
xingfenbuyi 兴奋不已
xingfujiating 幸福家庭
xingfumeihao 幸福美好
xingfumeiman 幸福美满
xingfushenghuo 幸福生活
xinggetedian 性格特点
xinggetezheng 性格特征
xinggewaixiang 性格外向
xingguangcanlan 星光灿烂
xingjinluxian 行进路线
xingnengcanshu 性能参数
xingnengxuqiu 性能需求
xingnengyouyue 性能优越
xingnengzhibiao 性能指标
xingqingjizao 性情急躁
xingqingwenhe 性情温和
xingqiudazhan 星球大战
xingquaihao 兴趣爱好
xingquangran 兴趣盎然
xingquxiaozu 兴趣小组
xingshianjian 刑事案件
xingshibihua 姓氏笔画
xingshichufen 刑事处分
xingshiduoyang 形式多样
xingshifalv 刑事法律
xingshifanzui 刑事犯罪
xingshijuliu 刑事拘留
xingshiluoji 形式逻辑
xingshiluxian 行驶路线
xingshiquanli 行使权力
xingshisusong 刑事诉讼
xingshixitong 形式系统
xingshiyanjun 形势严峻
xingshiyuyan 形式语言
xingshizeren 刑事责任
xingshizhiquan 行使职权
xingshizhuijiu 刑事追究
xingshizhuquan 行使主权
xingshizhuyi 形式主义
xingshuaichengbai 兴衰成败
xingshuaicunwang 兴衰存亡
xingtaigeyi 形态各异
xingwangfada 兴旺发达
xingweiangran 兴味盎然
xingweibiaoxian 行为表现
xingweiguifan 行为规范
xingweikexue 行为科学
xingweinengli 行为能力
xingweixiguan 行为习惯
xingweiyishu 行为艺术
xingweizhunze 行为准则
xingwenliuchang 行文流畅
xingxianggongcheng 形象工程
xingxiangsheji 形象设计
xingxiangsiwei 形象思维
xingxingdiandian 星星点点
xingxingzhihuo 星星之火
xingyingbuli 形影不离
xingyunliushui 行云流水
xingyunzhishen 幸运之神
xingzhenganjian 行政案件
xingzhengbianzhi 行政编制
xingzhengbumen 行政部门
xingzhengchufa 行政处罚
xingzhengchufen 行政处分
xingzhengdangju 行政当局
xingzhengfuyi 行政复议
xingzhengguanyuan 行政官员
xingzhengjibie 行政级别
xingzhengjuliu 行政拘留
xingzhengquhua 行政区划
xingzhengquyu 行政区域
xingzhengshiwu 行政事务
xingzhengsusong 行政诉讼
xingzhengxiaolv 行政效率
xingzhengxuke 行政许可
xingzhengzeren 行政责任
xingzhengzhangguan 行政长官
xingzhibobo 兴致勃勃
xingzongbuding 行踪不定
xinhaigeming 辛亥革命
xinhaochuli 信号处理
xinhaoqiangdu 信号强度
xinhuaibuman 心怀不满
xinhuaribao 新华日报
xinhuashudian 新华书店
xinhuazidian 新华字典
xinhuoxiangchuan 薪火相传
xinjixibao 心肌细胞
xinkuanshouji 新款手机
xinlijiankang 心理健康
xinlijibing 心理疾病
xinlingshenchu 心灵深处
xinlipinzhi 心理品质
xinlisuzhi 心理素质
xinlitedian 心理特点
xinlitezheng 心理特征
xinliweisheng 心理卫生
xinlixianxiang 心理现象
xinlixuejia 心理学家
xinliyisheng 心理医生
xinliyoushu 心里有数
xinlizhangai 心理障碍
xinlizhanshu 心理战术
xinlizhuanjia 心理专家
xinlizhunbei 心理准备
xinlulicheng 心路历程
xinniankuaile 新年快乐
xinnianyishi 新年伊始
xinqingengyun 辛勤耕耘
xinqingongzuo 辛勤工作
xinqingshuchang 心情舒畅
xinqingyukuai 心情愉快
xinqinlaodong 辛勤劳动
xinqinnuli 辛勤努力
xinranjieshou 欣然接受
xinranqianwang 欣然前往
xinrantongyi 欣然同意
xinshenbuding 心神不定
xinshenhuanghu 心神恍惚
xinshichongchong 心事重重
xinshounuoyan 信守诺言
xinuwuchang 喜怒无常
xinwenbaodao 新闻报道
xinwenbiaoti 新闻标题
xinwenchuban 新闻出版
xinwenjiemu 新闻节目
xinwenjizhe 新闻记者
xinwenmeiti 新闻媒体
xinwenpindao 新闻频道
xinwenrenwu 新闻人物
xinwenxiansuo 新闻线索
xinwenxuanchuan 新闻宣传
xinwenzhaopian 新闻照片
xinwenzixun 新闻资讯
xinxiankongqi 新鲜空气
xinxianquan 信息安全
xinxichanye 信息产业
xinxichuli 信息处理
xinxifankui 信息反馈
xinxiguanli 信息管理
xinxiguji 信息估计
xinxijiagong 信息加工
xinxijiansuo 信息检索
xinxijiegou 信息结构
xinxijishu 信息技术
xinxikexue 信息科学
xinxineirong 信息内容
xinxingcailiao 新型材料
xinxingchanye 新兴产业
xinxingchanye 新型产业
xinxingguojia 新兴国家
xinxingjiancai 新型建材
xinxingnongcun 新型农村
xinxingxueke 新兴学科
xinxiongxiazhai 心胸狭窄
xinxirongyu 信息冗余
xinxishidai 信息时代
xinxitiqu 信息提取
xinxiwangluo 信息网络
xinxixitong 信息系统
xinxizhongxin 信息中心
xinyingbiezhi 新颖别致
xinzhongyoushu 心中有数
xiongdierren 兄弟二人
xiongdijiemei 兄弟姐妹
xionghuaidaju 胸怀大局
xionghuaitandang 胸怀坦荡
xiongweizhuangguan 雄伟壮观
xiongxingbuyu 雄性不育
xiongxinzhuangzhi 雄心壮志
xiongxiongdahuo 熊熊大火
xiongxiongranshao 熊熊燃烧
xiongyongpengpai 汹涌澎湃
xiougeguo 西欧各国
xiouguojia 西欧国家
xiqiguguai 稀奇古怪
xiqujiaoxun 吸取教训
xirefanying 吸热反应
xishaqundao 西沙群岛
xishengshengming 牺牲生命
xishuinengli 吸水能力
xitonganquan 系统安全
xitongchanshu 系统阐述
xitongdiaodu 系统调度
xitongfenlei 系统分类
xitongfenxi 系统分析
xitonggongcheng 系统工程
xitongguanli 系统管理
xitongguzhang 系统故障
xitongjiankong 系统监控
xitongjicheng 系统集成
xitongjiegou 系统结构
xitongkongzhi 系统控制
xitongloudong 系统漏洞
xitongmoni 系统模拟
xitongpeizhi 系统配置
xitongqidong 系统启动
xitongrizhi 系统日志
xitongruanjian 系统软件
xitongshengcheng 系统生成
xitongshishi 系统实施
xitongweihu 系统维护
xitongwucha 系统误差
xitongyouhua 系统优化
xitongziyuan 系统资源
xitujinshu 稀土金属
