阿曼米黄	amanmihuang
维纳斯白麻	weinasibaima
维纳斯米黄	weinasimihuang
围墙内	weiqiangnei
微丘区	weiqiuqu
微缺陷	weiquexian
微三角形法	weisanjiaoxingfa
微扫接收机	weisaojieshouji
维莎蓝	weishalan
卫生间	weishengjian
卫生间洁具	weishengjianjieju
卫生器具当量	weishengqijudangliang
微生物敏感器	weishengwuminganqi
伪随机码测距	weisuijimaceju
伪随机序列	weisuijixulie
微体	weiti
微调电感器	weitiaodianganqi
微调电位器	weitiaodianweiqi
位同步	weitongbu
微通道板	weitongdaoban
危险标志	weixianbiaozhi
危险场所	weixianchangsuo
危险电压	weixiandianya
危险化学品	weixianhuaxuepin
危险品库	weixianpinku
危险信号灯	weixianxinhaodeng
纬向构造体系	weixianggouzaotixi
威胁等级	weixiedengji
卫星覆盖区	weixingfugaiqu
卫星广播	weixingguangbo
卫星监视雷达	weixingjianshileida
维修	weixiu
围堰	weiyan
围岩	weiyan
围岩压力	weiyanyali
尾叶桉	weiyean
位移	weiyi
位移比	weiyibi
未预见用水量	weiyujianyongshuiliang
卫浴设施	weiyusheshi
位于武汉市	weiyuwuhanshi
伪噪声码	weizaoshengma
位置报告系统	weizhibaogaoxitong
伪装码	weizhuangma
文本	wenben
纹波电压	wenbodianya
温差异重流	wenchayizhongliu
温床	wenchuang
温床栽培	wenchuangzaipei
温带	wendai
温带多雨气候	wendaiduoyuqihou
稳定锤投影	wendingchuitouying
稳定电源	wendingdianyuan
稳定塘	wendingtang
稳定土拌和机	wendingtubanhuoji|wendingtubanheji
稳定土基层	wendingtujiceng
稳定谐振腔	wendingxiezhenqiang
稳定性	wendingxing
稳定指数	wendingzhishu
温度报警器	wendubaojingqi
温度缝	wendufeng
温度环境	wenduhuanjing
温度敏感器	wenduminganqi
温度梯度	wendutidu
温度应力	wenduyingli
温度雨量图	wenduyuliangtu
文法推断	wenfatuiduan
文号索引	wenhaosuoyin
文化旅游	wenhualvyou
稳健	wenjian
文件题名	wenjiantiming
文具盒	wenjuhe
纹理	wenli
纹绿	wenlv
蚊母树	wenmushu
纹泥	wenni
稳频管	wenpinguan
稳谱器	wenpuqi
温泉镇	wenquanzhen
温室	wenshi
温湿度测控仪	wenshiducekongyi
温室管理	wenshiguanli
温式冷却塔	wenshilengqueta
温室通风	wenshitongfeng
温室效应	wenshixiaoying
文书档案	wenshudangan
文书件皮	wenshujianpi
文书卷皮	wenshujuanpi
文殊兰	wenshulan
稳压变压器	wenyabianyaqi
稳压电器	wenyadianqi
文竹	wenzhu
文字报告	wenzibaogao
渥堆	wodui
沃尔斯康系统	woersikangxitong
莴笋	wosun
武安混乱	wuanhunluan
无壁犁	wubili
误比特率	wubitelv
无病毒果树	wubingduguoshu
五踩	wucai
五彩丽	wucaili
五彩洒金	wucaisajin
五彩铁	wucaitie
误差场	wuchachang
无差错信道	wuchacuoxindao
误差显示器	wuchaxianshiqi
误差圆半径	wuchayuanbanjing
无尘车间	wuchenchejian
无刺	wuci
无刺构骨	wucigougu
庑殿	wudian
屋顶	wuding
屋顶出入孔	wudingchurukong
屋顶机房	wudingjifang
屋顶天线	wudingtianxian
屋顶通风管	wudingtongfengguan
屋顶游泳池	wudingyouyongchi
无逗点码	wudoudianma
无阀滤池	wufalvchi
无放回抽样	wufanghuichouyang
无方向性信标	wufangxiangxingxinbiao
屋废	wufei
五峰组	wufengzu
误符	wufu
无腹筋	wufujin
无负筋	wufujin
无辐射复合	wufushefuhe
圬工桥	wugongqiao
污垢	wugou
污垢热阻	wugourezu
五沽河	wuguhe
武汉市政府	wuhanshizhengfu
武汉岩溶	wuhanyanrong
武汉岩溶汇报	wuhanyanronghuibao
武汉岩溶勘察	wuhanyanrongkancha
无痕防滑托盘	wuhenfanghuatuopan
物候观测	wuhouguance
物候谱	wuhoupu
物候学定律	wuhouxuedinglv
无患子	wuhuanzi
无患子科	wuhuanzike
屋脊	wuji
无机废水	wujifeishui
无记名债券	wujimingzhaiquan
无级网	wujiwang
无极性接触件	wujixingjiechujian
无极性连接器	wujixinglianjieqi
无记忆信源	wujiyixinyuan
五加科	wujiake
吴家坪组	wujiapingzu
武建营	wujianying
武金	wujin
五金冲压件	wujinchongyajian
五金堤	wujindi
五金工量具	wujingongliangju
五金铸造	wujinzhuzao
芜菁甘蓝	wujingganlan
误句概率	wujugailv
物理电源	wulidianyuan
物理电子学	wulidianzixue
物理定向	wulidingxiang
物理力学	wulilixue
物理力学测试	wulilixueceshi
物理力学性质	wulilixuexingzhi
物理敏感器	wuliminganqi
物理汽相淀积	wuliqixiangdianji
五莲红机刨板	wulianhongjibaoban
五连花	wulianhua
五莲灰板	wulianhuiban
无梁楼盖	wulianglougai
无林区	wulinqu
乌龙茶	wulongcha
侮骂	wuma
午门	wumen
屋面覆盖板	wumianfugaiban
屋面隔热砖	wumiangerezhuan
伍木机电	wumujidian
污泥	wuni
污泥焚烧	wunifenshao
污泥负荷	wunifuhe
污泥干化	wuniganhua
污泥回流比	wunihuiliubi
污泥浓度	wuninongdu
污泥浓缩	wuninongsuo
污泥气	wuniqi
污泥淘洗	wunitaoxi
污泥消化	wunixiaohua
污泥压滤	wuniyalv
污泥真空过滤	wunizhenkongguolv
误判失效	wupanshixiao
五铺作	wupuzuo
污染监测	wuranjiance
污染源	wuranyuan
无人增音站	wurenzengyinzhan
五色梅	wusemei
五色苋	wusexian
武术器械	wushuqixie
无刷励磁机	wushualiciji
污水暗管	wushuianguan
污水泵	wushuibeng
污水泵房	wushuibengfang
污水灌溉系统	wushuiguangaixitong
污水管线	wushuiguanxian
污水井	wushuijing
雾凇	wusong
乌苏里鼠李	wusulishuli
无酸纸	wusuanzhi
物探	wutan
物探工作	wutangongzuo
物探剖面	wutanpoumian
物体波	wutibo
五跳	wutiao
梧桐	wutong
梧桐科	wutongke
无雾加湿器	wuwujiashiqi
无限冲激响应	wuxianchongjixiangying
无线传声器	wuxianchuanshengqi
无线电电子学	wuxiandiandianzixue
无线电浮标	wuxiandianfubiao
无线电干涉仪	wuxiandiangansheyi
无线电罗盘	wuxiandianluopan
无线电寻呼	wuxiandianxunhu
无限生长	wuxianshengzhang
五线制	wuxianzhi
无效假设	wuxiaojiashe
五芯电缆	wuxindianlan
无性第二代	wuxingdierdai
无压力式涵洞	wuyalishihandong
屋檐	wuyan
五叶地锦	wuyedijin
误用失效	wuyongshixiao
无油真空	wuyouzhenkong
无油真空系统	wuyouzhenkongxitong
无源干扰	wuyuanganrao
无源跟踪	wuyuangenzong
无源探测	wuyuantance
无源谐振腔	wuyuanxiezhenqiang
无源制导	wuyuanzhidao
无噪编码定理	wuzaobianmadingli
无噪信道	wuzaoxindao
物质文化生活	wuzhiwenhuashenghuo
误字概率	wuzigailv
无阻塞交换	wuzusaijiaohuan
西班牙白砂石	xibanyabaishashi
西班牙米黄	xibanyamihuang
细胞工程	xibaogongcheng
细胞亲和力	xibaoqinheli
西部宽	xibukuan
细部设计	xibusheji
细部装修	xibuzhuangxiu
细长柱	xichangzhu
吸尘器	xichenqi
洗涤槽	xidicao
洗涤室	xidishi
西点红	xidianhong
吸顶暗灯	xidingandeng
吸顶小灯	xidingxiaodeng
细度模数	xidumoshu
希尔伯特变换	xierbotebianhuan
细啡珠	xifeizhu
西风	xifeng
吸附	xifu
吸附泵	xifubeng
西府海棠	xifuhaitang
吸附阱	xifujing
吸附再生曝气	xifuzaishengbaoqi
系杆拱桥	xigangongqiao
铣沟机	xigouji
细沟侵蚀	xigouqinshi
溪谷	xigu
西瓜	xigua
细花白	xihuabai
熄火	xihuo
细菌	xijun
细菌性青枯病	xijunxingqingkubing
细菌总数	xijunzongshu
矽卡	xika
西丽红	xilihong
稀里呼噜	xilihulu
西立面	xilimian
细粒式沥青砼	xilishiliqingtong
细粒土	xilitu
细料石	xiliaoshi
洗麦	ximai
希美莉	ximeili
希美丽	ximeili
西门子	ximenzi
系谱法	xipufa
吸气剂离子泵	xiqijilizibeng
吸气罩	xiqizhao
细砂	xisha
细石	xishi
西施黑	xishihei
西施红	xishihong
吸收式冰箱	xishoushibingxiang
喜树	xishu
析水	xishui
吸水井	xishuijing
吸水势	xishuishi
系统电压表	xitongdianyabiao
系统容积	xitongrongji
稀土半导体	xitubandaoti
稀土磁体	xituciti
稀土钴永磁体	xituguyongciti
细纹地板	xiwendiban
细纹图案	xiwentuan
西洋	xiyang
细叶变叶木	xiyebianyemu
细叶锦鸡儿	xiyejinjier
细叶榕	xiyerong
细叶小檗	xiyexiaobo
细叶沿阶草	xiyeyanjiecao
细叶紫薇	xiyeziwei
锡艺品	xiyipin
细雨	xiyu
锡制品	xizhipin
细轴芫花	xizhouyuanhua
细柱柳	xizhuliu
下部岩溶水	xiabuyanrongshui
霞草	xiacao
下层地下室	xiacengdixiashi
下插	xiacha
下沉	xiachen
下承式桥	xiachengshiqiao
下穿桥	xiachuanqiao
夏大豆	xiadadou
下挡墙	xiadangqiang
下倒口湖	xiadaokouhu
下伏基岩	xiafujiyan
虾红	xiahong
下滑信标	xiahuaxinbiao
虾脊兰	xiajilan
夏熟作物	xiashuzuowu
下水道人孔	xiashuidaorenkong
下水道入口	xiashuidaorukou
下水道系统	xiashuidaoxitong
下铁	xiatie
下铁上	xiatieshang
下铁下	xiatiexia
下统	xiatong
夏威夷草	xiaweiyicao
下卧层	xiawoceng
下限	xiaxian
下弦	xiaxian
下限类别温度	xiaxianleibiewendu
下行线路	xiaxingxianlu
狭叶	xiaye
狭叶朴	xiayepu
虾衣花	xiayihua
下游	xiayou
下游河段	xiayouheduan
下游终点	xiayouzhongdian
下阈	xiayu
下柱墩	xiazhudun
酰胺态氮肥	xianantaidanfei
限边馈膜生长	xianbiankuimoshengzhang
苋菜	xiancai
现场	xianchang
现场办公室	xianchangbangongshi
现场测试	xianchangceshi
现场焊	xianchanghan
现场监测	xianchangjiance
现场经费	xianchangjingfei
现场勘查资料	xianchangkanchaziliao
现场踏勘	xianchangtakan
籼稻	xiandao
线对	xiandui
线荷载	xianhezai
线间变压器	xianjianbianyaqi
现浇层	xianjiaoceng
现浇混凝土	xianjiaohunningtu
现浇砼	xianjiaotong
现浇箱梁	xianjiaoxiangliang
衔接	xianjie
现金项目电报	xianjinxiangmudianbao
线扩展函数	xiankuozhanhanshu
献礼工程	xianligongcheng
限量	xianliang
线路	xianlu
线路名称	xianlumingcheng
仙茅	xianmao
线缺陷	xianquexian
显热通量	xianretongliang
仙人笔	xianrenbi
仙人红	xianrenhong
仙人掌	xianrenzhang
显生宙	xianshengzhou
显示器件	xianshiqijian
咸水侵占	xianshuiqinzhan
咸水入侵	xianshuiruqin
线弹性	xiantanxing
纤维板	xianweiban
纤维混凝土	xianweihunningtu
显微镜	xianweijing
限位伸缩器	xianweishensuoqi
线文件	xianwenjian
弦线偏距法	xianxianpianjufa
纤芯	xianxin
线性构造	xianxinggouzao
线形光源	xianxingguangyuan
线性缓变结	xianxinghuanbianjie
线性率表	xianxinglvbiao
线性码	xianxingma
线形设计	xianxingsheji
线性调频	xianxingtiaopin
线性预测	xianxingyuce
陷穴	xianxue
线载	xianzai
现制水磨石	xianzhishuimoshi
现制水磨石面	xianzhishuimoshimian
限制新建	xianzhixinjian
显著性结果	xianzhuxingjieguo
现状评估	xianzhuangpinggu
线状网	xianzhuangwang
箱包锁	xiangbaosuo
香椿	xiangchun
相对蒸发量	xiangduizhengfaliang
香格里拉	xianggelila
香格里拉黑	xianggelilahei
香菇	xianggu
相关	xiangguan
项海帆	xianghaifan
橡胶坝	xiangjiaoba
橡胶坝袋	xiangjiaobadai
橡胶板	xiangjiaoban
橡胶地面	xiangjiaodimian
橡胶垫	xiangjiaodian
橡胶模	xiangjiaomo
橡胶圈	xiangjiaoquan
橡胶榕	xiangjiaorong
橡胶伸缩装置	xiangjiaoshensuozhuangzhi
橡胶园	xiangjiaoyuan
橡胶止水	xiangjiaozhishui
橡胶作物	xiangjiaozuowu
向列相液晶	xiangliexiangyejing
镶面	xiangmian
项目	xiangmu
项目编码	xiangmubianma
项目采用	xiangmucaiyong
项目工作	xiangmugongzuo
项目工作进展	xiangmugongzuojinzhan
项目工作情况	xiangmugongzuoqingkuang
项目工作中	xiangmugongzuozhong
项目监察	xiangmujiancha
项目立项	xiangmulixiang
项目设计	xiangmusheji
项目设计编审	xiangmushejibianshen
项目申报	xiangmushenbao
项目顺序	xiangmushunxu
项目所需	xiangmusuoxu
橡木贴面板	xiangmutiemianban
项目投资概算	xiangmutouzigaisuan
项目完成	xiangmuwancheng
项目物探	xiangmuwutan
项目依据	xiangmuyiju
项目质量控制	xiangmuzhiliangkongzhi
项目资料	xiangmuziliao
项目总经费	xiangmuzongjingfei
项目总体目标	xiangmuzongtimubiao
项目总体情况	xiangmuzongtiqingkuang
项目总体设计	xiangmuzongtisheji
项目组各	xiangmuzuge
项目组内部	xiangmuzuneibu
项目组织	xiangmuzuzhi
橡皮锤	xiangpichui
橡皮电缆	xiangpidianlan
橡皮减震器	xiangpijianzhenqi
橡皮绝缘	xiangpijueyuan
橡皮绝缘线	xiangpijueyuanxian
像片判读	xiangpianpandu
像片索引图	xiangpiansuoyintu
镶嵌图	xiangqiantu
向日葵	xiangrikui
镶入式荧光灯	xiangrushiyingguangdeng
相扫雷达	xiangsaoleida
详图	xiangtu
相位超前网络	xiangweichaoqianwangluo
相位共轭	xiangweigonge
相位基准电压	xiangweijizhundianya
相位均衡器	xiangweijunhengqi
相位匹配角	xiangweipipeijiao
相位谱估计	xiangweipuguji
相位群聚	xiangweiqunju
相位裕量	xiangweiyuliang
相位噪声	xiangweizaosheng
详细勘察	xiangxikancha
向下部	xiangxiabu
象限角	xiangxianjiao
向斜	xiangxie
香杨	xiangyang
襄阳站	xiangyangzhan
香叶天竺葵	xiangyetianzhukui
响应	xiangying
响应式干扰	xiangyingshiganrao
象增强器	xiangzengqiangqi
小白菜	xiaobaicai
小包菜	xiaobaocai
小比例	xiaobili
小波瓦	xiaobowa
硝厂	xiaochang
小潮	xiaochao
消除合计	xiaochuheji
消除及时率	xiaochujishilv
消除静电	xiaochujingdian
消磁	xiaoci
消防	xiaofang
消防干管	xiaofangganguan
小方格网法	xiaofanggewangfa
消防供水	xiaofanggongshui
肖方减灾	xiaofangjianzai
消防联动	xiaofangliandong
消防龙头	xiaofanglongtou
消防楼梯	xiaofanglouti
消防入口	xiaofangrukou
消防疏散	xiaofangshusan
消费热点	xiaofeiredian
消光比	xiaoguangbi
效果特号	xiaoguotehao
消耗量定额	xiaohaoliangdinge
小花溲疏	xiaohuasoushu
消化污泥	xiaohuawuni
硝化作用	xiaohuazuoyong
销毁	xiaohui
销毁清册	xiaohuiqingce
消火栓泵	xiaohuoshuanbeng
硝基底漆	xiaojidiqi
小净距隧道	xiaojingjusuidao
小酒壶	xiaojiuhu
校具	xiaoju
校具设备	xiaojushebei
小楷槭	xiaokaiqi
小莱豆	xiaolaidou
消蓝	xiaolan
销类	xiaolei
消力	xiaoli
消力齿	xiaolichi
消力池	xiaolichi
消力墩	xiaolidun
消力坎	xiaolikan
小流域	xiaoliuyu
小流域经济	xiaoliuyujingji
小麦	xiaomai
销铆钉	xiaomaoding
消弥	xiaomi
效能监察	xiaonengjiancha
效能监察过程	xiaonengjianchaguocheng
效能监察组	xiaonengjianchazu
小女人散文	xiaonvrensanwen
小偏拉	xiaopianla
小偏心	xiaopianxin
小偏心受压	xiaopianxinshouya
小偏压	xiaopianya
小平锹	xiaopingqiao
肖坡后	xiaopohou
小气候	xiaoqihou
小青南瓜	xiaoqingnangua
小青杨	xiaoqingyang
消缺率	xiaoquelv
小扰动理论	xiaoraodonglilun
小溶洞	xiaorongdong
小溶坑	xiaorongkeng
小三角测量	xiaosanjiaoceliang
肖尚德	xiaoshangde
消失模	xiaoshimo
小水库	xiaoshuiku
硝态氮	xiaotaidan
硝态氮肥	xiaotaidanfei
肖特基势垒	xiaotejishilei
消息	xiaoxi
小信号分析	xiaoxinhaofenxi
小信号增益	xiaoxinhaozengyi
小型机具铺筑	xiaoxingjijupuzhu
小型摩托车	xiaoxingmotuoche
小熊村	xiaoxiongcun
小修保护	xiaoxiubaohu
消烟前室	xiaoyanqianshi
小叶杜英	xiaoyeduying
小叶黄杨	xiaoyehuangyang
小叶锦鸡儿	xiaoyejinjier
小叶榄仁	xiaoyelanren
小叶朴	xiaoyepu
小叶鼠李	xiaoyeshuli
小叶野决明	xiaoyeyejueming
效应振荡器	xiaoyingzhendangqi
小雨	xiaoyu
小鸢尾	xiaoyuanwei
销赃灭迹	xiaozangmieji
斜昂	xieang
泄爆	xiebao
屑冰	xiebing
泄槽	xiecao
协方差分析	xiefangchafenxi
卸荷	xiehe
泄洪闸	xiehongzha
泻湖	xiehu
歇假	xiejia
斜交桥	xiejiaoqiao
斜距	xieju
泻溜	xieliu
泄漏电流	xieloudianliu
斜率效率	xielvxiaolv
写入	xieru
挟沙	xiesha
斜视	xieshi
泄水阀	xieshuifa
泄水费	xieshuifei
泄水井	xieshuijing
泄水孔	xieshuikong
协调位置	xietiaoweizhi
斜温层	xiewenceng
楔形塞尺	xiexingsaichi
楔型线夹	xiexingxianjia
楔形线夹	xiexingxianjia
协议	xieyi
协议分析仪	xieyifenxiyi
卸载清除	xiezaiqingchu
斜张桥	xiezhangqiao
斜照型照明器	xiezhaoxingzhaomingqi
信标跟踪	xinbiaogenzong
薪材	xincai
新材料	xincailiao
心磁描记术	xincimiaojishu
信道化接收机	xindaohuajieshouji
心电描记术	xindianmiaojishu
新风	xinfeng
信干比	xinganbi
心功能仪	xingongnengyi
新工艺	xingongyi
信关	xinguan
信号灯	xinhaodeng
信号分类	xinhaofenlei
信号分析仪	xinhaofenxiyi
信号干扰比	xinhaoganraobi
信号格式	xinhaogeshi
信号环境密度	xinhaohuanjingmidu
信号杂波比	xinhaozabobi
信号指示器	xinhaozhishiqi
信汇	xinhui
新技术	xinjishu
新建	xinjian
新金彩麻中花	xinjincaimazhonghua
新近纪	xinjinji
新绿地区	xinlvdiqu
新米黄	xinmihuang
芯片	xinpian
心墙	xinqiang
新瑞滑板车	xinruihuabanche
新生儿监护仪	xinshengerjianhuyi
信使	xinshi
新世纪米黄	xinshijimihuang
新舒伯特米黄	xinshubotemihuang
新双井红	xinshuangjinghong
信宿	xinsu
心土犁	xintuli
信息	xinxi
信息犯罪	xinxifanzui
信息分发系统	xinxifenfaxitong
信息量	xinxiliang
信息论	xinxilun
信息码	xinxima
信息容量	xinxirongliang
信息守恒	xinxishouheng
信息显示	xinxixianshi
新鲜	xinxian
心形传声器	xinxingchuanshengqi
新雅米黄	xinyamihuang
心音图仪	xinyintuyi
信用债券	xinyongzhaiquan
信源编码	xinyuanbianma
兴安胡枝子	xinganhuzhizi
兴安落叶松	xinganluoyesong
兴波作浪	xingbozuolang
莕菜	xingcai
形槽隔离	xingcaogeli
型超声扫描	xingchaoshengsaomiao
行车安全	xingcheanquan
星点木	xingdianmu
型钢	xinggang
型钢混凝土	xingganghunningtu
型号	xinghao
行洪影响	xinghongyingxiang
行洪影响评价	xinghongyingxiangpingjia
型环	xinghuan
星基导航	xingjidaohang
星际激光通信	xingjijiguangtongxin
行架车	xingjiache
型螺栓	xingluoshuan
星毛珍珠梅	xingmaozhenzhumei
型器件	xingqijian
星上交换	xingshangjiaohuan
星下点	xingxiadian
星下点轨迹	xingxiadianguiji
型线夹	xingxianjia
行星波	xingxingbo
星形布置	xingxingbuzhi
星形给料机	xingxinggeiliaoji
兴禹	xingyu
星载雷达	xingzaileida
形状等特征	xingzhuangdengtezheng
熊市	xiongshi
雄泰保温杯	xiongtaibaowenbei
锈斑	xiuban
修裱	xiubiao
修复	xiufu
修复过程	xiufuguocheng
修复时间	xiufushijian
修改记录	xiugaijilu
修剪	xiujian
修剪车	xiujianche
锈菌	xiujun
修砍树木	xiukanshumu
修理实施时间	xiulishishishijian
修理准备时间	xiulizhunbeishijian
修钎	xiuqian
修钎设备	xiuqianshebei
绣球绣线菊	xiuqiuxiuxianju
锈蚀	xiushi
锈石	xiushi
修仕友	xiushiyou
休闲	xiuxian
修整	xiuzheng
修正	xiuzheng
修正概算	xiuzhenggaisuan
须更换	xugenghuan
序贯检测器	xuguanjianceqi
序贯取样	xuguanquyang
序贯译码	xuguanyima
虚话	xuhua
须家河组	xujiahezu
虚交点	xujiaodian
虚警概率	xujinggailv
虚警时间	xujingshijian
徐奎明	xukuiming
序列	xulie
虚拟狗	xunigou
徐萍	xuping
虚铺	xupu
需求等	xuqiudeng
徐秋蓉	xuqiurong
需求时间	xuqiushijian
虚实并举	xushibingju
序时平均数	xushipingjunshu
蓄水	xushui
蓄水保土效益	xushuibaotuxiaoyi
蓄水槽	xushuicao
蓄水沟	xushuigou
蓄水量	xushuiliang
需水量	xushuiliang
蓄水量方程	xushuiliangfangcheng
蓄水系数	xushuixishu
虚同步	xutongbu
需修	xuxiu
需氧生物处理	xuyangshengwuchuli
需要投入	xuyaotouru
虚指令	xuzhiling
续作项目	xuzuoxiangmu
悬板活门	xuanbanhuomen
悬臂板	xuanbiban
悬臂浇筑	xuanbijiaozhu
悬臂梁桥	xuanbiliangqiao
悬臂拼装	xuanbipinzhuang
悬臂式挡土墙	xuanbishidangtuqiang
悬臂现象	xuanbixianxiang
选厂测量	xuanchangceliang
悬垂式照明	xuanchuishizhaoming
悬锤线夹	xuanchuixianjia
旋磁滤波器	xuancilvboqi
旋磁限幅器	xuancixianfuqi
旋磁振荡器	xuancizhendangqi
悬吊重物	xuandiaozhongwu
悬浮澄清池	xuanfuchengqingchi
悬浮固体	xuanfuguti
悬浮区熔法	xuanfuqurongfa
悬浮区熔硅	xuanfuquronggui
悬钩子	xuangouzi
悬挂式照明器	xuanguashizhaomingqi
悬河	xuanhe
悬梁	xuanliang
选良种	xuanliangzhong
悬铃木科	xuanlingmuke
选模技术	xuanmojishu
旋钮开关	xuanniukaiguan
旋喷	xuanpen
旋喷桩	xuanpenzhuang
旋片真空泵	xuanpianzhenkongbeng
选频电平表	xuanpindianpingbiao
煊钎	xuanqian
玄参科	xuanshenke
旋蒴苣苔	xuanshuojutai
悬挑板	xuantiaoban
悬挑构件	xuantiaogoujian
悬挑梁	xuantiaoliang
选通标志	xuantongbiaozhi
选通脉冲	xuantongmaichong
选位	xuanwei
漩涡缺陷	xuanwoquexian
玄武岩	xuanwuyan
悬移质	xuanyizhi
选育良种	xuanyuliangzhong
选择差	xuanzecha
选择外延	xuanzewaiyan
旋转布水器	xuanzhuanbushuiqi
旋转设计	xuanzhuansheji
旋转制交换机	xuanzhuanzhijiaohuanji
学报	xuebao
雪崩	xuebeng
雪铲	xuechan
削度	xuedu
薛方	xuefang
雪花白	xuehuabai
雪花绿	xuehualv
雪花米黄	xuehuamihuang
穴距	xueju
血料	xueliao
削坡	xuepo|xiaopo
雪沙红	xueshahong
血桐	xuetong
寻峰	xunfeng
驯化	xunhua
循环	xunhuan
循环乘积码	xunhuanchengjima
循环附加流量	xunhuanfujialiuliang
循环卷积	xunhuanjuanji
循环冷却水	xunhuanlengqueshui
循环冗余码	xunhuanrongyuma
巡回养护	xunhuiyanghu
循迹误差	xunjiwucha
巡司河	xunsihe
询问模式	xunwenmoshi
询问器	xunwenqi
循纹失真	xunwenshizhen
寻象管	xunxiangguan
寻象器	xunxiangqi
寻杖合角造	xunzhanghejiaozao
寻杖绞角造	xunzhangjiaojiaozao
压差式真空计	yachashizhenkongji
压磁材料	yacicailiao
压电常量	yadianchangliang
压电加速度计	yadianjiasuduji
压电流量计	yadianliuliangji
雅典米黄	yadianmihuang
压电式敏感器	yadianshiminganqi
压电陀螺	yadiantuoluo
压电音叉	yadianyincha
压电振子	yadianzhenzi
压顶	yading
压顶石	yadingshi
芽蕉	yajiao
压接接触件	yajiejiechujian
压扩	yakuo
亚类	yalei
压力安全装置	yalianquanzhuangzhi
压力操纵开关	yalicaozongkaiguan
压力电波	yalidianbo
压力流	yaliliu
压力滤池	yalilvchi
压力敏感器	yaliminganqi
压力式涵洞	yalishihandong
氩离子激光器	yalizijiguangqi
雅伦金	yalunjin
压密注浆	yamizhujiang
哑默悄声	yamoqiaosheng
亚镍	yanie
压扭性断裂	yaniuxingduanlie
亚热带	yaredai
压实	yashi
雅士白	yashibai
压实度	yashidu
压实度试验	yashidushiyan
压实赶光	yashiganguang
压岁书	yasuishu
压缩	yasuo
压缩波波速	yasuobobosu
压缩参数	yasuocanshu
压缩机房	yasuojifang
压缩机组	yasuojizu
压缩式真空计	yasuoshizhenkongji
压缩指数	yasuozhishu
压条繁殖	yatiaofanzhi
亚铁磁性	yatiecixing
亚细亚米黄	yaxiyamihuang
芽选择	yaxuanze
压榨	yazha
鸭跖草	yazhicao
压制性干扰	yazhixingganrao
亚洲白麻	yazhoubaima
亚洲玉米螟	yazhouyumiming
鸭嘴花	yazuihua
鸭嘴钳	yazuiqian
岩板	yanban
言不及利	yanbujili
岩层产状	yancengchanzhuang
延长码	yanchangma
衍衬象	yanchenxiang
延迟锁定技术	yanchisuodingjishu
延迟型冷害	yanchixinglenghai
岩床	yanchuang
眼磁描记术	yancimiaojishu
烟囱砂块	yancongshakuai
眼电描记术	yandianmiaojishu
言东语西	yandongyuxi
延度	yandu
堰负荷	yanfuhe
岩盖	yangai
烟感系统	yanganxitong
岩关阶	yanguanjie
岩基	yanji
验筋	yanjin
研究方向	yanjiufangxiang
研究生出	yanjiushengchu
岩坎	yankan
檐口	yankou
岩矿测试	yankuangceshi
岩类	yanlei
严厉谴责	yanliqianze
眼螺栓	yanluoshuan
岩脉	yanmai
燕麦	yanmai
堰门	yanmen
岩棉壳	yanmianke
沿面排列	yanmianpailie
淹没	yanmo
砚牌	yanpai
研评	yanping
盐侵	yanqin
颜庆祥	yanqingxiang
岩溶	yanrong
岩溶嗲面	yanrongdiamian
焰熔法	yanrongfa
岩溶管道	yanrongguandao
岩溶河流	yanrongheliu
岩溶勘察	yanrongkancha
岩溶申报	yanrongshenbao
岩溶水	yanrongshui
岩溶水文学	yanrongshuiwenxue
燕山黄	yanshanhuang
燕山蓝钻	yanshanlanzuan
燕山绿	yanshanlv
衍射	yanshe
衍射损耗	yanshesunhao
延伸三角形	yanshensanjiaoxing
言声	yansheng
延时曝气	yanshibaoqi
延时开关	yanshikaiguan
岩石圈	yanshiquan
延时遥测	yanshiyaoce
延时指令	yanshizhiling
盐水分界面	yanshuifenjiemian
盐水入侵	yanshuiruqin
盐水楔	yanshuixie
验算	yansuan
芫荽叶	yansuiye
言谈诙谐	yantanhuixie
堰塘	yantang
眼图	yantu
岩土工程勘察	yantugongchengkancha
岩土工程手册	yantugongchengshouce
岩土工程学	yantugongchengxue
岩土水	yantushui
岩土体	yantuti
岩土物理性质	yantuwulixingzhi
燕尾兰	yanweilan
燕尾螺栓	yanweiluoshuan
燕尾锚具	yanweimaoju
延误	yanwu
沿溪线	yanxixian
岩心表面	yanxinbiaomian
岩心照片	yanxinzhaopian
岩性坚硬	yanxingjianying
岩性为	yanxingwei
烟熏保藏	yanxunbaocang
演绎归纳	yanyiguina
盐跃层	yanyueceng
眼震电描记术	yanzhendianmiaojishu
验证	yanzheng
严正声明	yanzhengshengming
沿至	yanzhi
岩株	yanzhu
盐渍	yanzi
腌渍保藏	yanzibaocang
盐渍岩土	yanziyantu
岩组与岩类	yanzuyuyanlei
洋白菜	yangbaicai
羊背石	yangbeishi
样本	yangben
佯嗔	yangchen
养虫工厂	yangchonggongchang
洋葱	yangcong
阳光操作	yangguangcaozuo
养护	yanghu
养护管理	yanghuguanli
养护管理工作	yanghuguanligongzuo
养护至	yanghuzhi
氧化	yanghua
氧化沟	yanghuagou
氧化铝瓷	yanghualvci
氧化膜	yanghuamo
氧化铍瓷	yanghuapici
氧化物	yanghuawu
氧化铟锡	yanghuayinxi
