阿巴斯港	abasigang
声力电话机	shenglidianhuaji
升力阻尼	shenglizuni
圣路易斯	shengluyisi
圣洛伦索	shengluolunsuo
声呐	shengna
声呐参数	shengnacanshu
声呐舱	shengnacang
声呐导流罩	shengnadaoliuzhao
声呐电缆绞车	shengnadianlanjiaoche
声呐发射机	shengnafasheji
声呐方程	shengnafangcheng
声呐浮标	shengnafubiao
声呐基阵	shengnajizhen
声呐接收机	shengnajieshouji
圣佩德罗	shengpeideluo
圣乔治	shengqiaozhi
声速测量仪	shengsuceliangyi
圣托马斯	shengtuomasi
声吸收	shengxishou
声相关计程仪	shengxiangguanjichengyi
声响信号器	shengxiangxinhaoqi
圣约翰	shengyuehan
圣约翰斯	shengyuehansi
适伴流螺旋桨	shibanliuluoxuanjiang
湿舱	shicang
试车码头	shichematou
使船向后退	shichuanxianghoutui
失电	shidian
施放箱	shifangxiang
事故倾向性	shiguqingxiangxing
事故污染	shiguwuran
适航能力	shihangnengli
试航速度	shihangsudu
适航性	shihangxing
拭镜纸	shijingzhi
施救浮索	shijiufusuo
施矩速率	shijusulv
视觉显示	shijuexianshi
失控灯	shikongdeng
室兰	shilan
实肋板	shileiban
湿面积	shimianji
石墨床	shimochuang
室内船台	shineichuantai
湿喷砂除锈	shipenshachuxiu
湿气吸收	shiqixishou
什切青	shiqieqing
湿式阀装置	shishifazhuangzhi
湿式潜水器	shishiqianshuiqi
石狩	shishou
适拖	shituo
实效伴流	shixiaobanliu
实心电弧焊	shixindianhuhan
实芯绝缘电缆	shixinjueyuandianlan
失压报警器	shiyabaojingqi
试验船	shiyanchuan
实用腐蚀试验	shiyongfushishiyan
十字带缆桩	shizidailanzhuang
十字环支架	shizihuanzhijia
十字接头	shizijietou
时子午线	shiziwuxian
艏部结构	shoubujiegou
首舱	shoucang
手操舵装置	shoucaoduozhuangzhi
艏沉	shouchen
手持火焰信号	shouchihuoyanxinhao
艏吃水	shouchishui
艏垂线	shouchuixian
收到功率	shoudaogonglv
收到功率系数	shoudaogonglvxishu
手动手册	shoudongshouce
艏舵	shouduo
艏封板	shoufengban
收管	shouguan
守护船	shouhuchuan
艏滑轮架	shouhualunjia
艏尖舱	shoujiancang
首尖舱	shoujiancang
艏尖舱泵	shoujiancangbeng
手孔盖	shoukonggai
首肋骨	shouleigu
艏楼	shoulou
首楼甲板	shouloujiaban
首楼结构	shouloujiegou
艏落	shouluo
艏锚	shoumao
艏锚灯	shoumaodeng
艏锚绞车	shoumaojiaoche
首锚主锚	shoumaozhumao
艏门	shoumen
艏翘	shouqiao
艏倾	shouqing
艏升高甲板船	shoushenggaojiabanchuan
手提灭火器	shoutimiehuoqi
艏向	shouxiang
艏斜浪	shouxielang
艏摇	shouyao
收音机	shouyinji
艏支架	shouzhijia
艏支架压力	shouzhijiayali
艏踵	shouzhong
艏柱	shouzhu
首柱板	shouzhuban
鼠标	shubiao
竖桁	shuheng
舒瓦克港	shuwakegang
枢心	shuxin
数学型线	shuxuexingxian
输油平台	shuyoupingtai
输鱼槽	shuyucao
双板舱壁	shuangbancangbi
双层底	shuangcengdi
双层底舱	shuangcengdicang
双层管	shuangcengguan
双冲程	shuangchongcheng
双杆操作钩	shuanggancaozuogou
双杆吊货装置	shuanggandiaohuozhuangzhi
双甲板船	shuangjiabanchuan
双节卷筒	shuangjiejuantong
双截门	shuangjiemen
双壳船	shuangkechuan
双壳泥泵	shuangkenibeng
双链转环	shuanglianzhuanhuan
双路供电	shuanglugongdian
双螺桨船	shuangluojiangchuan
双面坡口	shuangmianpokou
双频鱼探仪	shuangpinyutanyi
双曲线系统	shuangquxianxitong
双燃料发动机	shuangranliaofadongji
双体船	shuangtichuan
双艉鳍	shuangweiqi
双向桁架	shuangxianghengjia
双星定位	shuangxingdingwei
双叶螺桨	shuangyeluojiang
双支承舵	shuangzhichengduo
双轴系	shuangzhouxi
水岛	shuidao
水道测量船	shuidaoceliangchuan
水动力导数	shuidonglidaoshu
水动力分量	shuidonglifenliang
水分吸收体	shuifenxishouti
水封泵	shuifengbeng
水管夹	shuiguanjia
水击压力	shuijiyali
水密舱壁	shuimicangbi
水密舱口盖	shuimicangkougai
水密分舱	shuimifencang
水密甲板	shuimijiaban
水密肋板	shuimileiban
水密门	shuimimen
水面高程	shuimiangaocheng
水面拖法	shuimiantuofa
水面战斗舰艇	shuimianzhandoujianting
水泥船	shuinichuan
水泥钢锹	shuinigangqiao
水平船台	shuipingchuantai
水平桁	shuipingheng
水平建造法	shuipingjianzaofa
水平减震器	shuipingjianzhenqi
水平弯曲振动	shuipingwanquzhendong
水平鱼探仪	shuipingyutanyi
水平指示灯	shuipingzhishideng
水平肘板	shuipingzhouban
水上合拢	shuishanghelong
水声对讲机	shuishengduijiangji
水声反声材料	shuishengfanshengcailiao
水声透声材料	shuishengtoushengcailiao
水声吸声材料	shuishengxishengcailiao
水文吊杆	shuiwendiaogan
水文绞车	shuiwenjiaoche
水下侧面积	shuixiacemianji
水下导缆桩	shuixiadaolanzhuang
水下吊深	shuixiadiaoshen
水下覆护	shuixiafuhu
水下工作	shuixiagongzuo
水下管汇	shuixiaguanhui
水下管汇中心	shuixiaguanhuizhongxin
水下监听站	shuixiajiantingzhan
水下胶黏剂	shuixiajiaonianji
水下居住舱	shuixiajuzhucang
水下黏合	shuixianianhe
水下设备	shuixiashebei
水下生产系统	shuixiashengchanxitong
水下施工涂料	shuixiashigongtuliao
水下维修	shuixiaweixiu
水下游览船	shuixiayoulanchuan
水下作业灯	shuixiazuoyedeng
水下作业机械	shuixiazuoyejixie
水下作业站	shuixiazuoyezhan
水线	shuixian
水线长	shuixianchang
水线后段	shuixianhouduan
水线宽	shuixiankuan
水线面	shuixianmian
水线面系数	shuixianmianxishu
水线平行段	shuixianpingxingduan
水线前段	shuixianqianduan
水线区腐蚀	shuixianqufushi
水线涂料	shuixiantuliao
水压计程仪	shuiyajichengyi
水翼三分力仪	shuiyisanfenliyi
水翼艇	shuiyiting
瞬态波	shuntaibo
瞬态波试验	shuntaiboshiyan
顺应式结构	shunyingshijiegou
斯德哥尔摩	sidegeermo
斯法克斯	sifakesi
丝极电池	sijidianchi
斯基克达	sijikeda
斯里巴加湾	silibajiawan
斯里巴加湾市	silibajiawanshi
斯普利特	sipulite
四日市	sirishi
四十英尺集装箱换算单位	sishiyingchijizhuangxianghuansuandanwei
泗水	sishui
斯塔万各	sitawange
斯旺西	siwangxi
泗务	siwu
宋卡	songka
送丝机构	songsijigou
送丝速度	songsisudu
松土器	songtuqi
送网管	songwangguan
搜救灯	soujiudeng
搜索灯	sousuodeng
速闭舱盖	subicanggai
苏碧湾	subiwan
苏丹港	sudangang
速关阀	suguanfa
塑料喉管泵	suliaohouguanbeng
塑料门口垫	suliaomenkoudian
速率积分陀螺	sulvjifentuoluo
速率陀螺	sulvtuoluo
苏瓦	suwa
苏瓦沛	suwapei
宿雾	suwu
宿务	suwu
苏伊士	suyishi
酸化处理	suanhuachuli
酸性焊条	suanxinghantiao
随边	suibian
随边半径	suibianbanjing
随船架	suichuanjia
隧道顶线	suidaodingxian
隧道艉	suidaowei
碎泥刀	suinidao
损管设备室	sunguanshebeishi
损失浮力	sunshifuli
缩尺比	suochibi
索节	suojie
索约	suoyue
锁制试验	suozhishiyan
锁轴试验	suozhoushiyan
塔巴科	tabake
塔迪库尔干	tadikuergan
塔尔图斯	taertusi
塔可角洛	takejiaoluo
塔克拉迪	takeladi
塔科拉迪	takeladi
塔科马	takema
塔拉瓦	talawa
塔兰托	talantuo
塔林	talin
塔马塔夫	tamatafu
塔式建造法	tashijianzaofa
抬船甲板	taichuanjiaban
台灯	taideng
泰国东南亚	taiguodongnanya
胎架	taijia
台卡	taika
台卡计	taikaji
台链	tailian
泰晤士港	taiwushigang
台州五洲	taizhouwuzhou
台州中远	taizhouzhongyuan
太子港	taizigang
坦噶	tanga
碳弧气刨	tanhuqibao
坦帕	tanpa
坦帕美国	tanpameiguo
坦皮科	tanpike
陶瓷棉	taocimian
套管接头	taoguanjietou
陶质衬垫焊	taozhichendianhan
特拉维夫	telaweifu
特鲁希略	teluxilue
特马	tema
特征潮位	tezhengchaowei
梯道布置	tidaobuzhi
体积吸收	tijixishou
天幕	tianmu
天幕帘	tianmulian
天幕索	tianmusuo
天桥	tianqiao
天体计算方位	tiantijisuanfangwei
天体真方位	tiantizhenfangwei
天文导航	tianwendaohang
天文导航系统	tianwendaohangxitong
天文定位点	tianwendingweidian
天文定位圆	tianwendingweiyuan
天文经纬仪	tianwenjingweiyi
天文年历	tianwennianli
天文位置	tianwenweizhi
天线	tianxian
天线调谐器	tianxiantiaoxieqi
跳板门	tiaobanmen
条虫状气孔	tiaochongzhuangqikong
调光器	tiaoguangqi|diaoguangqi
调整	tiaozheng
调整轴	tiaozhengzhou
铁粉性焊条	tiefenxinghantiao
铁滑车	tiehuache
铁水泥	tieshuini
铁丸压载	tiewanyazai
铁錾子	tiezanzi
停泊发电机组	tingbofadianjizu
停泊海水泵	tingbohaishuibeng
停泊设备	tingboshebei
停车	tingche
停船试验	tingchuanshiyan
艇吊钩	tingdiaogou
艇滑架	tinghuajia
艇机	tingji
艇甲板	tingjiaban
听觉显示	tingjuexianshi
亭可马里	tingkemali
听筒	tingtong
停止能力	tingzhinengli
艇座	tingzuo
同步表	tongbubiao
同步屏	tongbuping
同步卫星	tongbuweixing
通舱管件	tongcangguanjian
通道	tongdao
铜法兰	tongfalan
通风机室	tongfengjishi
通风水密闸阀	tongfengshuimizhafa
铜钢复合板	tonggangfuheban
通海阀	tonghaifa
通海箱	tonghaixiang
通焊孔	tonghankong
铜滑块	tonghuakuai
通孔尺寸	tongkongchicun
铜冷却板	tonglengqueban
通用报警	tongyongbaojing
桶装货物	tongzhuanghuowu
透光尺寸	touguangchicun
透气孔	touqikong
投影轮廓	touyinglunkuo
投影面积比	touyingmianjibi
图阿马西纳	tuamaxina
图尔库	tuerku
图莱亚尔	tulaiyaer
涂料缺陷	tuliaoquexian
土伦港	tulungang
突尼斯	tunisi
土司机	tusiji
推船	tuichuan
推架	tuijia
推架式系结	tuijiashixijie
推进电机	tuijindianji
推进风机	tuijinfengji
推进器柱	tuijinqizhu
推进式坞门	tuijinshiwumen
推进系数	tuijinxishu
推进效率	tuijinxiaolv
推进装置	tuijinzhuangzhi
推力功率	tuiligonglv
推力功率系数	tuiligonglvxishu
推力减额	tuilijiane
推力减额分数	tuilijianefenshu
推力减额因数	tuilijianeyinshu
推力块	tuilikuai
推力器系统	tuiliqixitong
推力系数	tuilixishu
推力仪	tuiliyi
推力载荷系数	tuilizaihexishu
推力轴	tuilizhou
推力轴承龛	tuilizhouchengkan
推力轴承座	tuilizhouchengzuo
推力轴轴承	tuilizhouzhoucheng
推入量起始点	tuiruliangqishidian
推拖设备	tuituoshebei
推压机构	tuiyajigou
拖驳船队	tuobochuandui
脱成分腐蚀	tuochengfenfushi
拖船	tuochuan
拖带灯	tuodaideng
拖钩	tuogou
拖钩台	tuogoutai
拖管法	tuoguanfa
托管架	tuoguanjia
拖管头	tuoguantou
拖航	tuohang
拖航分析	tuohangfenxi
拖航潜水器	tuohangqianshuiqi
拖航状态	tuohangzhuangtai
拖距	tuoju
拖缆	tuolan
拖缆承架	tuolanchengjia
拖缆绞车	tuolanjiaoche
拖缆孔	tuolankong
拖缆系缆绞车	tuolanxilanjiaoche
拖缆限位器	tuolanxianweiqi
陀螺罗经	tuoluoluojing
陀螺罗经对准	tuoluoluojingduizhun
陀螺罗经室	tuoluoluojingshi
陀螺漂移	tuoluopiaoyi
陀螺仪	tuoluoyi
托盘管理	tuopanguanli
脱险口	tuoxiankou
拖曳弓架	tuoyegongjia
拖曳航速	tuoyehangsu
拖曳滑车	tuoyehuache
拖曳设备试验	tuoyeshebeishiyan
拖曳水池	tuoyeshuichi
椭圆艉	tuoyuanwei
脱轴试验	tuozhoushiyan
拖轴试验	tuozhoushiyan
拖桩	tuozhuang
瓦尔纳	waerna
瓦尔帕莱索	waerpalaisuo
挖掘能力	wajuenengli
瓦莱塔	walaita
挖泥船	wanichuan
挖泥机具	wanijiju
挖泥设备	wanishebei
瓦萨芬兰	wasafenlan
外板	waiban
外侧螺桨	waiceluojiang
外廓线	waikuoxian
外立管	wailiguan
外飘	waipiao
外舾装	waixizhuang
外斜轴系	waixiezhouxi
外形吃水	waixingchishui
外牙短接头	waiyaduanjietou
弯曲	wanqu
弯头铲刀	wantouchandao
万向架	wanxiangjia
网板架	wangbanjia
往复锯	wangfuju
往复作用	wangfuzuoyong
望加锡	wangjiaxi
网位仪	wangweiyi
围壁	weibi
围蔽处所	weibichusuo
尾部敞开井	weibuchangkaijing
艉部结构	weibujiegou
尾部水舱	weibushuicang
艉部振动	weibuzhendong
维柴	weichai
艉吃水	weichishui
艉垂线	weichuixian
艉灯	weideng
桅灯	weideng
危地马拉城	weidimalacheng
维多利亚	weiduoliya
维多利亚港	weiduoliyagang
威尔明顿	weiermingdun
艉封板	weifengban
艉浮	weifu
桅杆	weigan
维哥	weige
艉管	weiguan
桅冠	weiguan
艉管滑油泵	weiguanhuayoubeng
艉管密封装置	weiguanmifengzhuangzhi
微观试样	weiguanshiyang
艉管填料函	weiguantianliaohan
尾滚筒	weiguntong
威海船厂	weihaichuanchang
桅横杆	weihenggan
艉横梁	weihengliang
艉滑轮	weihualun
艉机型布置	weijixingbuzhi
艉机型船	weijixingchuan
桅肩	weijian
艉尖舱	weijiancang
尾尖舱	weijiancang
艉尖舱舱壁	weijiancangcangbi
围井	weijing
维拉港	weilagang
韦腊克鲁斯	weilakelusi
艉肋板	weileiban
围帘	weilian
威廉斯塔德	weiliansitade
尾流试验	weiliushiyan
尾流阻力	weiliuzuli
艉楼	weilou
艉落	weiluo
未满焊	weimanhan
艉锚	weimao
艉锚灯	weimaodeng
艉锚绞车	weimaojiaoche
艉门	weimen
威尼斯	weinisi
艉鳍	weiqi
艉翘	weiqiao
艉倾	weiqing
围裙材料	weiquncailiao
蔚山	weishan
桅设备	weishebei
卫生泵	weishengbeng
卫生单元	weishengdanyuan
艉升高甲板船	weishenggaojiabanchuan
桅室	weishi
维斯比	weisibi
维斯马	weisima
桅索具	weisuoju
威瓦克	weiwake
尾涡空化	weiwokonghua
艉斜浪	weixielang
卫星导航系统	weixingdaohangxitong
围罩梯口	weizhaotikou
艉支架	weizhijia
位置检测系统	weizhijiancexitong
位置稳定性	weizhiwendingxing
艉踵	weizhong
尾轴管	weizhouguan
艉轴架	weizhoujia
尾轴架	weizhoujia
艉轴转速表	weizhouzhuansubiao
艉柱	weizhu
桅柱	weizhu
艉柱底骨	weizhudigu
稳定回转阶段	wendinghuizhuanjieduan
温哥华	wengehua
紊流探测器	wenliutanceqi
稳索	wensuo
稳心	wenxin
稳心半径	wenxinbanjing
稳心曲线	wenxinquxian
稳性	wenxing
稳性衡准数	wenxinghengzhunshu
稳性消失角	wenxingxiaoshijiao
稳压空气瓶	wenyakongqiping
卧倒式坞门	wodaoshiwumen
沃尔维斯湾	woerweisiwan
坞壁	wubi
坞壁作业车	wubizuoyeche
物标正横	wubiaozhengheng
误操作报警器	wucaozuobaojingqi
武船	wuchuan
无船承运人	wuchuanchengyunren
无挡锚链	wudangmaolian
雾笛	wudi
坞底	wudi
污底	wudi
坞墩	wudun
无杆锚	wuganmao
坞坎	wukan
无空化	wukonghua
坞口	wukou
乌拉湾	wulawan
勿拉湾	wulawan
无缆系结装置	wulanxijiezhuangzhi
物料吊	wuliaodiao
物料间	wuliaojian
坞龙骨	wulonggu
坞门	wumen
乌姆赛义德	wumusaiyide
坞内净宽	wuneijingkuan
坞内找正	wuneizhaozheng
污泥柜	wunigui
坞墙	wuqiang
坞墙顶甲板	wuqiangdingjiaban
坞墙通道	wuqiangtongdao
污染海水腐蚀	wuranhaishuifushi
无人机舱	wurenjicang
无人潜水器	wurenqianshuiqi
坞室	wushi
坞首	wushou
污水舱	wushuicang
污水井	wushuijing
污物粉碎泵	wuwufensuibeng
无线电测距	wuxiandianceju
无线电测向	wuxiandiancexiang
无线电测向仪	wuxiandiancexiangyi
无线电导航	wuxiandiandaohang
无线电定位	wuxiandiandingwei
无线电管制	wuxiandianguanzhi
无线电罗盘	wuxiandianluopan
无线电通信	wuxiandiantongxin
无线电信标	wuxiandianxinbiao
无限航区	wuxianhangqu
坞修	wuxiu
污压载水	wuyazaishui
污液舱	wuyecang
污油舱	wuyoucang
西班牙港	xibanyagang
系泊绞车	jibojiaoche|xibojiaoche
系泊设备	xiboshebei
系泊设备试验	xiboshebeishiyan
系泊试验	xiboshiyan
系泊旋转接头	xiboxuanzhuanjietou
系泊状态	xibozhuangtai
洗舱	xicang
洗舱孔	xicangkong
洗舱水	xicangshui
系船设备	xichuanshebei
细岛	xidao
西贡	xigong
西哈努克城	xihanukecheng
系航索	xihangsuo
希洪西班牙	xihongxibanya
洗净液	xijingye
席拉查	xilacha
系缆具	xilanju
系缆索	xilansuo
系列船模	xiliechuanmu
西林舵	xilinduo
吸泥管线	xiniguanxian
吸盘	xipan
吸气作用	xiqizuoyong
吸声性能	xishengxingneng
牺牲阳极	xishengyangji
牺牲阳极材料	xishengyangjicailiao
吸收电路	xishoudianlu
吸收钳	xishouqian
系索令环	xisuolinghuan
系索羊角	xisuoyangjiao
西霞口船厂	xixiakouchuanchang
西雅图	xiyatu
洗衣机	xiyiji
舾装	xizhuang
系桩拉力	xizhuanglali
舾装码头	xizhuangmatou
舾装设备	xizhuangshebei
舾装数	xizhuangshu
下导轮	xiadaolun
下舵承	xiaduocheng
下甲板	xiajiaban
厦门重工	xiamenzhonggong
厦门中国	xiamenzhongguo
下潜加速度	xiaqianjiasudu
下潜平台	xiaqianpingtai
下水	xiashui
下水驳	xiashuibo
下水车	xiashuiche
下水墩	xiashuidun
下水分析	xiashuifenxi
下水桁架	xiashuihengjia
下水横梁	xiashuihengliang
下水油脂	xiashuiyouzhi
下水支架	xiashuizhijia
下死点后	xiasidianhou
下体	xiati
舷边动力滚柱	xianbiandongligunzhu
舷边装卸口	xianbianzhuangxiekou
舷侧阀	xiancefa
舷侧外板	xiancewaiban
舷侧纵骨	xiancezonggu
舷侧纵桁	xiancezongheng
舷窗	xianchuang
舷窗风暴盖	xianchuangfengbaogai
舷窗盖	xianchuanggai
舷灯	xiandeng
舷顶列板	xiandinglieban
岘港	xiangang
岘港越南	xiangangyuenan
舷弧	xianhu
线加速器	xianjiasuqi
限界线	xianjiexian
暹罗湾	xianluowan
舷门	xianmen
舷门灯	xianmendeng
舷墙	xianqiang
舷墙板	xianqiangban
舷墙门	xianqiangmen
舷墙梯	xianqiangti
舷桥	xianqiao
舷伸甲板	xianshenjiaban
显示	xianshi
舷梯	xianti
舷梯绞车	xiantijiaoche
舷梯强度试验	xiantiqiangdushiyan
舷外撑臂	xianwaichengbi
舷外挂机推进	xianwaiguajituijin
舷外跨距	xianwaikuaju
舷外冷却	xianwailengque
舷外排出阀	xianwaipaichufa
纤维索	xianweisuo
舷沿救生索	xianyanjiushengsuo
限制航道阻力	xianzhihangdaozuli
相对计程仪	xiangduijichengyi
相对旋转效率	xiangduixuanzhuanxiaolv
橡皮床	xiangpichuang
象山船厂	xiangshanchuanchang
巷识别	xiangshibie
巷识别计	xiangshibieji
箱形舱口盖	xiangxingcangkougai
箱形中桁材	xiangxingzhonghengcai
相序指示器	xiangxuzhishiqi
响应谱	xiangyingpu
消波器	xiaoboqi
消波装置	xiaobozhuangzhi
小舱口盖	xiaocangkougai
消磁船	xiaocichuan
消防泵	xiaofangbeng
消防船	xiaofangchuan
消防阀	xiaofangfa
消防气瓶	xiaofangqiping
消防员装备	xiaofangyuanzhuangbei
消防总管	xiaofangzongguan
消防总用泵	xiaofangzongyongbeng
小陆桥	xiaoluqiao
消灭曲线	xiaomiequxian
校气阀间隙	xiaoqifajianxi
校气缸余隙	xiaoqigangyuxi
嚣音螺桨	xiaoyinluojiang
斜边舱	xiebiancang
斜舱壁	xiecangbi
斜舱壁纵骨	xiecangbizonggu
斜船架	xiechuanjia
斜船架滑道	xiechuanjiahuadao
卸扣	xiekou
楔块装置	xiekuaizhuangzhi
斜肋骨	xieleigu
斜梁	xieliang
斜剖线	xiepouxian
泄水系统	xieshuixitong
斜梯	xieti
谐摇	xieyao
斜置修正	xiezhixiuzheng
新奥尔良	xinaoerliang
信号集合箱	xinhaojihexiang
信号绳	xinhaosheng
信号探照灯	xinhaotanzhaodeng
信号桅	xinhaowei
信号烟火	xinhaoyanhuo
信号烟雾	xinhaoyanwu
新加坡	xinjiapo
芯片	xinpian
新时代船厂	xinshidaichuanchang
新世纪船厂	xinshijichuanchang
新泻	xinxie
新扬子船厂	xinyangzichuanchang
兴波阻力	xingbozuli
兴波阻尼	xingbozuni
型材桁	xingcaiheng
型吃水	xingchishui
形接头	xingjietou
型宽	xingkuan
型排水量	xingpaishuiliang
型排水体积	xingpaishuitiji
型坡口	xingpokou
形坡口	xingpokou
型深	xingshen
星体跟踪仪	xingtigenzongyi
型线	xingxian
型线图	xingxiantu
星形链	xingxinglian
型值	xingzhi
型值表	xingzhibiao
汹涛阻力	xiongtaozuli
修船浮筒	xiuchuanfutong
修井驳	xiujingbo
修井平台	xiujingpingtai
修理船	xiulichuan
修理门槽	xiulimencao
休斯敦	xiusidun
蓄电池室	xudianchishi
续航力	xuhangli
许可舱长	xukecangchang
需用系数	xuyongxishu
旋臂试验	xuanbishiyan
旋臂水池	xuanbishuichi
悬高杆长比	xuangaoganchangbi
悬挂舵	xuanguaduo
旋回能力	xuanhuinengli
悬降区标志	xuanjiangqubiaozhi
悬空段长度	xuankongduanzhangdu
悬轮轴	xuanlunzhou
旋涡泵	xuanwobeng
旋涡阻尼	xuanwozuni
选择性保护	xuanzexingbaohu
旋转灯	xuanzhuandeng
旋转加速度	xuanzhuanjiasudu
旋转视窗	xuanzhuanshichuang
旋转弯头	xuanzhuanwantou
循环滑油舱	xunhuanhuayoucang
循环水槽	xunhuanshuicao
巡回检测装置	xunhuijiancezhuangzhi
训练船	xunlianchuan
巡洋舰艉	xunyangjianwei
压电换能器	yadianhuannengqi
亚丁	yading
雅尔塔	yaerta
亚尔塔米拉	yaertamila
雅加达	yajiada
压筋板	yajinban
压紧器撬棒	yajinqiqiaobang
亚喀巴	yakaba
压力补偿装置	yalibuchangzhuangzhi
压力管线	yaliguanxian
亚历山大	yalishanda
亚曼达巴市	yamandabashi
压铅	yaqian
亚特兰大	yatelanda
压载	yazai
压载泵	yazaibeng
压载控制台	yazaikongzhitai
压载水舱	yazaishuicang
压载系统	yazaixitong
压阻力	yazuli
延迟裂纹	yanchiliewen
岩国	yanguo
沿海船	yanhaichuan
沿海航区	yanhaihangqu
衍射力	yansheli
延伸报警板	yanshenbaojingban
淹湿性	yanshixing
仰光	yangguang
氧化铝砂布	yanghualvshabu
阳极屏蔽层	yangjipingbiceng
阳极氧化	yangjiyanghua
氧乙炔焊	yangyiquehan
扬州科进	yangzhoukejin
扬子江船厂	yangzijiangchuanchang
摇板式造波机	yaobanshizaoboji
遥测表	yaocebiao
药芯电弧焊	yaoxindianhuhan
药芯焊剂	yaoxinhanji
液舱	yecang
液舱容积	yecangrongji
叶侧投影	yecetouying
叶侧投影限界	yecetouyingxianjie
叶端	yeduan
曳纲滑轮	yeganghualun
曳纲束锁	yegangshusuo
叶根空化	yegenkonghua
叶厚比	yehoubi
液化埋管法	yehuamaiguanfa
液化石油气舱	yehuashiyouqicang
液化石油气船	yehuashiyouqichuan
液化天然气舱	yehuatianranqicang
液化天然气船	yehuatianranqichuan
液货船	yehuochuan
液力减震器	yelijianzhenqi
叶面比	yemianbi
叶面参考线	yemiancankaoxian
叶面空化	yemiankonghua
叶频	yepin
叶切面	yeqiemian
液全器	yequanqi
叶梢	yeshao
叶梢空化	yeshaokonghua
曳绳钓起线机	yeshengdiaoqixianji
液体罗经	yetiluojing
液位传感器	yeweichuanganqi
液位开关	yeweikaiguan
业务衡准数	yewuhengzhunshu
液压工具	yeyagongju
液压试验	yeyashiyan
液压调速器	yeyatiaosuqi
液压油柜	yeyayougui
液压油循环柜	yeyayouxunhuangui
叶元体	yeyuanti
仪表	yibiao
移驳绞车	yibojiaoche
异常	yichang
移船锚	yichuanmao
一次配电系统	yicipeidianxitong
移动绞机	yidongjiaoji
移动式平台	yidongshipingtai
一度油漆	yiduyouqi
移航吃水	yihangchishui
翼航吃水	yihangchishui
移航排水量	yihangpaishuiliang
移航状态	yihangzhuangtai
一级船	yijichuan
伊基克	yijike
伊丽莎白港	yilishabaigang
伊洛伊洛	yiluoyiluo
伊斯但布尔	yisidanbuer
伊斯坦布尔	yisitanbuer
伊塔奇	yitaqi
伊塔雅伊	yitayayi
溢油舱	yiyoucang
伊予三岛	yiyusandao
医院船	yiyuanchuan
仪征华为	yizhenghuawei
仪征新东海	yizhengxindonghai
已装船提单	yizhuangchuantidan
伊兹密尔	yizimier
阴板	yinban
引船驳岸	yinchuanboan
引船绞盘	yinchuanjiaopan
引发压力	yinfayali
引航员软梯	yinhangyuanruanti
引航员梯试验	yinhangyuantishiyan
引航员椅	yinhangyuanyi
引弧	yinhu
阴极保护	yinjibaohu
音频强化器	yinpinqianghuaqi
饮水舱	yinshuicang
饮水舱涂料	yinshuicangtuliao
饮水日用泵	yinshuiriyongbeng
饮水压力柜	yinshuiyaligui
音响火箭	yinxianghuojian
音响榴弹	yinxiangliudan
音响信号器具	yinxiangxinhaoqiju
阴影图	yinyingtu
饮用水泵	yinyongshuibeng
饮用水舱	yinyongshuicang
饮用水矿化器	yinyongshuikuanghuaqi
应答	yingda
应急舱口	yingjicangkou
应急操舵装置	yingjicaoduozhuangzhi
应急操纵性	yingjicaozongxing
应急淡水柜	yingjidanshuigui
应急电站	yingjidianzhan
应急舵	yingjiduo
应急发电机	yingjifadianji
应急发电机室	yingjifadianjishi
应急航行机组	yingjihangxingjizu
应急空气瓶	yingjikongqiping
应急空压机	yingjikongyaji
应急抛载装置	yingjipaozaizhuangzhi
应急配电板	yingjipeidianban
应急示位标	yingjishiweibiao
应急疏水试验	yingjishushuishiyan
应急停	yingjiting
应急消防泵	yingjixiaofangbeng
硬件	yingjian
应力腐蚀断裂	yinglifushiduanlie
涌浪补偿器	yonglangbuchangqi
油泵侧	youbengce
游步甲板	youbujiaban
油舱盖	youcanggai
油舱涂料	youcangtuliao
有酬载荷	youchouzaihe
油船	youchuan
有挡锚链	youdangmaolian
有毒液体物质	youduyetiwuzhi
有杆锚	youganmao
油缸铰链	yougangjiaolian
有机物覆盖层	youjiwufugaiceng
邮件舱	youjiancang
油减震器	youjianzhenqi
右开式	youkaishi
有缆潜水器	youlanqianshuiqi
油密舱壁	youmicangbi
油密肋板	youmileiban
油漆	youqi
油漆滚筒	youqiguntong
油漆间	youqijian
油漆刷子	youqishuazi
油枪软管	youqiangruanguan
油散矿船	yousankuangchuan
油水分界面	youshuifenjiemian
油水分离器	youshuifenliqi
油水分离设备	youshuifenlishebei
油雾试验	youwushiyan
右舷舱	youxiancang
右舷灯	youxiandeng
优先卸载	youxianxiezai
有效波倾角	youxiaoboqingjiao
有效波倾系数	youxiaoboqingxishu
有效干舷	youxiaoganxian
有效功率	youxiaogonglv
有效推力	youxiaotuili
油性混合物	youxinghunhewu
右旋螺桨	youxuanluojiang
油压试验	youyashiyan
有义波高	youyibogao
诱鱼灯	youyudeng
鱿鱼钓机	youyudiaoji
油渣泵	youzhabeng
油脂滑道	youzhihuadao
右转机组	youzhuanjizu
渔泵	yubeng
渔船	yuchuan
预计航行时间	yujihangxingshijian
预计离港时间	yujiligangshijian
御扣	yukou
鱼雷快艇	yuleikuaiting
雨淋阀装置	yulinfazhuangzhi
鱼探仪	yutanyi
预舾装	yuxizhuang
雨雪清除器	yuxueqingchuqi
