阿姆可铁	amuketie
脉冲检波	maichongjianbo
脉冲尖峰	maichongjianfeng
脉冲宽度	maichongkuandu
脉冲雷达	maichongleida
脉冲气动激光器	maichongqidongjiguangqi
脉冲前沿	maichongqianyan
脉冲调制	maichongtiaozhi
脉冲压缩雷达	maichongyasuoleida
脉冲引导电路	maichongyindaodianlu
脉动场磁控管	maidongchangcikongguan
脉幅调制	maifutiaozhi
埋沟	maigou
脉宽调制	maikuantiaozhi
脉码调制	maimatiaozhi
脉码调制遥测	maimatiaozhiyaoce
脉时调制	maishitiaozhi
脉位调制	maiweitiaozhi
脉相系统	maixiangxitong
脉压接收机	maiyajieshouji
脉泽	maize
慢波比	manbobi
慢波结构	manbojiegou
慢波线	manboxian
曼彻斯特码	manchesitema
盲均衡	mangjunheng
盲速	mangsu
盲相	mangxiang
毛细成形技术	maoxichengxingjishu
酶电极	meidianji
镁橄榄石瓷	meiganlanshici
霉菌试验	meijunshiyan
酶敏感器	meiminganqi
媒体控制接口	meitikongzhijiekou
媒质	meizhi
门传输延迟	menchuanshuyanchi
门海	menhai
门控积分器	menkongjifenqi
门阵列	menzhenlie
门阵列法	menzhenliefa
密度	midu
密堆积结构	miduijijiegou
密封灯头	mifengdengtou
密封性试验	mifengxingshiyan
密集多路通信	mijiduolutongxin
米勒积分电路	milejifendianlu
米勒区	milequ
密码	mima
密码分析	mimafenxi
密码体制	mimatizhi
密码系统	mimaxitong
密码学	mimaxue
秘密密钥	mimimiyao|mimimiyue
密文	miwen
密纹唱片	miwenchangpian
密钥	miyao|miyue
密钥分级结构	miyaofenjijiegou
面泵浦	mianbengpu
面接触二极管	mianjiechuerjiguan
面垒探测器	mianleitanceqi
面缺陷	mianquexian
面天线	miantianxian
面铜	miantong
免疫敏感器	mianyiminganqi
面阵	mianzhen
描述函数	miaoshuhanshu
瞄准干扰	miaozhunganrao
敏感器	minganqi
敏感元	minganyuan
敏感元件	minganyuanjian
明视觉	mingshijue
磨边	mobian
摩擦电	mocadian
膜电阻	modianzu
末端电池	moduandianchi
末端设备	moduanshebei
莫尔模型	moermoxing
膜过滤	moguolv
模糊	mohu
模糊度	mohudu
模糊函数	mohuhanshu
模糊图	mohutu
模糊信息	mohuxinxi
膜环滤波器	mohuanlvboqi
模间色散	mojiansesan
磨角染色法	mojiaoransefa
莫来石瓷	molaishici
模内色散	moneisesan
模拟比较器	monibijiaoqi
模拟乘法器	monichengfaqi
模拟分量录象机	monifenliangluxiangji
模拟集成电路	monijichengdianlu
模拟交换	monijiaohuan
模拟能力	moninengli
模拟器	moniqi
模拟示波器	monishiboqi
模拟通信	monitongxin
模拟信号	monixinhao
模拟仪器	moniyiqi
磨球面	moqiumian
模式变换器	moshibianhuanqi
模式基元	moshijiyuan
模式滤波器	moshilvboqi
模式匹配	moshipipei
模式识别	moshishibie
模式噪声	moshizaosheng
模数转换器	moshuzhuanhuanqi
模体积	motiji
模型参数提取	moxingcanshutiqu
磨圆	moyuan
模转换干扰	mozhuanhuanganrao
母版	muban
目标捕获	mubiaobuhuo
目标电磁特征	mubiaodiancitezheng
目标函数	mubiaohanshu
目标起伏	mubiaoqifu
目标容量	mubiaorongliang
目标散射矩阵	mubiaosanshejuzhen
目标闪烁	mubiaoshanshuo
目标识别	mubiaoshibie
目标噪声	mubiaozaosheng
目标照射雷达	mubiaozhaosheleida
钼电解电容器	mudianjiedianrongqi
母片	mupian
钼栅工艺	mushangongyi
目视飞行规则	mushifeixingguize
奈耳点	naierdian
奈耳温度	naierwendu
耐久性	naijiuxing
耐久性试验	naijiuxingshiyan
奈奎斯特判据	naikuisitepanju
奈奎斯特速率	naikuisitesulv
奈奎斯特图	naikuisitetu
耐张力绝缘子串	naizhanglijueyuanzichuan
脑磁描记术	naocimiaojishu
脑电描记术	naodianmiaojishu
脑功能仪	naogongnengyi
内标准化	neibiaozhunhua
内光电效应	neiguangdianxiaoying
内建电场	neijiandianchang
内建势	neijianshi
内建诊断电路	neijianzhenduandianlu
内聚性	neijuxing
内量子效率	neiliangzixiaolv
内气体探测器	neiqititanceqi
内引线焊接	neiyinxianhanjie
内阻	neizu
能工作时间	nenggongzuoshijian
能级深陷阱	nengjishenxianjing
能量刻度	nengliangkedu
逆变器	nibianqi
逆程率	nichenglv
逆电流	nidianliu
逆滤波器	nilvboqi
逆式塔康	nishitakang
铌酸钡钠	nisuanbeina
铌酸钡锶	nisuanbeisi
铌酸钾	nisuanjia
铌酸锂	nisuanli
铌酸盐系陶瓷	nisuanyanxitaoci
铌钽酸钾	nitansuanjia
逆信道	nixindao
逆增益干扰	nizengyiganrao
粘附概率	nianfugailv
粘结磁体	nianjieciti
粘滞流	nianzhiliu
粘滞真空计	nianzhizhenkongji
啮合力	nieheli
捏练	nielian
扭波导	niubodao
扭力功率计	niuligonglvji
扭曲	niuqu
扭曲向列模式	niuquxiangliemoshi
扭折	niuzhe
扭转振动	niuzhuanzhendong
钮子开关	niuzikaiguan
浓度	nongdu
钕玻璃激光器	nvbolijiguangqi
钕晶体激光器	nvjingtijiguangqi
耦合电容器	ouhedianrongqi
耦合度	ouhedu
耦合环	ouhehuan
耦合孔	ouhekong
耦合腔技术	ouheqiangjishu
耦合腔慢波线	ouheqiangmanboxian
耦合探针	ouhetanzhen
耦合阻抗	ouhezukang
偶极畴	oujichou
偶极子	oujizi
偶极子天线	oujizitianxian
欧姆表	oumubiao
欧姆定律	oumudinglv
欧姆加热	oumujiare
欧姆接触	oumujiechu
偶然失效期	ouranshixiaoqi
帕邢曲线	paxingquxian
拍频	paipin
拍频振荡器	paipinzhendangqi
排气	paiqi
判别函数	panbiehanshu
判决	panjue
潘尼管	panniguan
潘宁真空计	panningzhenkongji
盘形激光器	panxingjiguangqi
盘锥天线	panzhuitianxian
旁瓣	pangban
旁瓣对消	pangbanduixiao
旁瓣消隐	pangbanxiaoyin
膀胱电描记术	pangguangdianmiaojishu
庞加莱球	pangjialaiqiu
旁联系统	panglianxitong
旁路电容器	pangludianrongqi
旁通阀	pangtongfa
炮兵侦察校射雷达	paobingzhenchaxiaosheleida
跑道视距	paodaoshiju
抛光	paoguang
泡径	paojing
泡克耳斯盒	paokeersihe
泡迁移率	paoqianyilv
炮位侦察雷达	paoweizhenchaleida
抛物环面天线	paowuhuanmiantianxian
抛物面反射器	paowumianfansheqi
抛物面天线	paowumiantianxian
陪集首	peijishou
喷射真空泵	penshezhenkongbeng
喷雾干燥	penwuganzao
喷嘴	penzui
硼磷硅玻璃	penglinguiboli
碰撞展宽	pengzhuangzhankuan
皮层电描记术	picengdianmiaojishu
皮拉尼真空规	pilanizhenkonggui
批量	piliang
匹配	pipei
匹配段	pipeiduan
匹配滤波器	pipeilvboqi
匹配模板	pipeimuban
匹配终端	pipeizhongduan
皮氏计	pishiji
劈形终端	pixingzhongduan
偏磁	pianci
偏离指示器	pianlizhishiqi
片式电感器	pianshidianganqi
片式电容器	pianshidianrongqi
片式电阻器	pianshidianzuqi
片式元件	pianshiyuanjian
偏压	pianya
偏振	pianzhen
偏振分集	pianzhenfenji
偏置	pianzhi
偏置电流	pianzhidianliu
偏置电压	pianzhidianya
偏转	pianzhuan
偏转电极	pianzhuandianji
偏转后加速	pianzhuanhoujiasu
偏转畸变	pianzhuanjibian
偏转系数	pianzhuanxishu
漂移	piaoyi
漂移电场	piaoyidianchang
漂移空间	piaoyikongjian
漂移迁移率	piaoyiqianyilv
漂移区	piaoyiqu
漂移室	piaoyishi
漂移速调管	piaoyisudiaoguan
频带参差	pindaicenci
频带倒置	pindaidaozhi
频带展宽	pindaizhankuan
频分多址	pinfenduozhi
频分复用	pinfenfuyong
频分遥测	pinfenyaoce
频分指令	pinfenzhiling
频率	pinlv
频率变换	pinlvbianhuan
频率存储	pinlvcunchu
频率抖动	pinlvdoudong
频率分集	pinlvfenji
频率分集雷达	pinlvfenjileida
频率合成器	pinlvhechengqi
频率计	pinlvji
频率捷变	pinlvjiebian
频率捷变雷达	pinlvjiebianleida
频率阶跃	pinlvjieyue
频率漂移噪声	pinlvpiaoyizaosheng
频率牵引	pinlvqianyin
频率去相关	pinlvquxiangguan
频率上转换	pinlvshangzhuanhuan
频率特性	pinlvtexing
频率跳变	pinlvtiaobian
频率稳定度	pinlvwendingdu
频率响应	pinlvxiangying
频偏	pinpian
频偏表	pinpianbiao
频谱	pinpu
频谱纯度	pinpuchundu
频谱分析仪	pinpufenxiyi
频扫雷达	pinsaoleida
频数直方图	pinshuozhifangtu
频移键控	pinyijiankong
频域测量	pinyuceliang
频域均衡器	pinyujunhengqi
品质因数	pinzhiyinshu
品质因子	pinzhiyinzi
品质允收水准	pinzhiyunshoushuizhun
平板电视	pingbandianshi
平板显示	pingbanxianshi
屏蔽系数	pingbixishu
平带电压	pingdaidianya
平顶降落	pingdingjiangluo
平顶天线	pingdingtianxian
平方律检波	pingfanglvjianbo
平方余割天线	pingfangyugetianxian
平衡不平衡变换器	pinghengbupinghengbianhuanqi
平衡点	pinghengdian
平衡电桥	pinghengdianqiao
平衡多子	pinghengduozi
平衡混频器	pinghenghunpinqi
平衡检波器	pinghengjianboqi
平衡三相电路	pinghengsanxiangdianlu
平衡少子	pinghengshaozi
平衡载流子	pinghengzailiuzi
平接关节	pingjieguanjie
平均功率	pingjungonglv
平均功率计	pingjungonglvji
平均工作时间	pingjungongzuoshijian
平均检出质量	pingjunjianchuzhiliang
平流层传播	pingliucengchuanbo
平面波	pingmianbo
平面二极管	pingmianerjiguan
平面工艺	pingmiangongyi
平面极化	pingmianjihua
平面晶体管	pingmianjingtiguan
平面网络	pingmianwangluo
平面型铁氧体	pingmianxingtieyangti
平面阵	pingmianzhen
平嵌天线	pingqiantianxian
屏栅极	pingshanji
平视显示器	pingshixianshiqi
平稳电阻	pingwendianzu
平稳信道	pingwenxindao
坪斜	pingxie
平行极化	pingxingjihua
珀罗谐振腔	poluoxiezhenqiang
珀塞尔效应	posaierxiaoying
破译时间	poyishijian
剖面	poumian
普恩模型	puenmoxing
谱估计	puguji
谱仪放大器	puyifangdaqi
谱指数	puzhishu
蹼状晶体	puzhuangjingti
汽车电子安全技术	qichedianzianquanjishu
汽车电子专利市场	qichedianzizhuanlishichang
奇点	qidian|jidian
起动惯频特性	qidongguanpintexing
气动激光器	qidongjiguangqi
起动矩频特性	qidongjupintexing
起动隙缝	qidongxifeng
启发式布线	qifashibuxian
起伏干扰	qifuganrao
起伏误差	qifuwucha
气流探测器	qiliutanceqi
齐纳二极管	qinaerjiguan
齐纳击穿	qinajichuan
气泡室	qipaoshi
欺骗性干扰	qipianxingganrao
起始符	qishifu
气态源扩散	qitaiyuankuosan
气体电离	qitidianli
气体电离电位	qitidianlidianwei
气体放大	qitifangda
气体放电	qitifangdian
气体放电管	qitifangdianguan
气体激光器	qitijiguangqi
鳍线	qixian
汽相	qixiang
气象穿越	qixiangchuanyue
气相传质系数	qixiangchuanzhixishu
气象回避	qixianghuibi
气象雷达	qixiangleida
汽相外延	qixiangwaiyan
气压计	qiyaji
气镇真空泵	qizhenzhenkongbeng
前导	qiandao
前导码	qiandaoma
欠会聚	qianhuiju
前级管路	qianjiguanlu
前级压力	qianjiyali
前加工	qianjiagong
浅结工艺	qianjiegongyi
前馈控制	qiankuikongzhi
浅能级	qiannengji
欠热发射	qianrefashe
潜望镜天线	qianwangjingtianxian
箝位	qianwei
箝位二极管	qianweierjiguan
箝位器	qianweiqi
迁徙	qianxi
前向波	qianxiangbo
前向纠错	qianxiangjiucuo
潜行通路	qianxingtonglu
铅蓄电池	qianxudianchi
迁移率	qianyilv
迁移数	qianyishu
牵引分子泵	qianyinfenzibeng
牵引用蓄电池	qianyinyongxudianchi
前置放大器	qianzhifangdaqi
前置汽轮机	qianzhiqilunji
前缀码	qianzhuima
欠阻尼响应	qianzunixiangying
腔倒空	qiangdaokong
强反型	qiangfanxing
强流电子光学	qiangliudianziguangxue
强迫振荡	qiangpozhendang
翘曲	qiaoqu
切比雪夫分布	qiebixuefufenbu
切比雪夫滤波器	qiebixuefulvboqi
切断脉冲	qieduanmaichong
切连科夫辐射	qieliankefufushe
切片	qiepian
窃听	qieting
清洁真空	qingjiezhenkong
清洗	qingxi
清晰度	qingxidu
清洗及烘烤	qingxijihongkao
氢闸流管	qingzhaliuguan
球差	qiucha
球焊	qiuhan
丘克拉斯基法	qiukelasijifa
球面波	qiumianbo
球面阵	qiumianzhen
球形键合	qiuxingjianhe
驱动力	qudongli
趋肤效应	qufuxiaoying
去极化	qujihua
去加重网络	qujiazhongwangluo
去胶	qujiao
去蜡	qula
去离子水	qulizishui
去耦滤波器	quoulvboqi
取消指令	quxiaozhiling
取样	quyang
取样控制	quyangkongzhi
取样器	quyangqi
取样示波器	quyangshiboqi
取样数据系统	quyangshujuxitong
区域描绘	quyumiaohui
区域熔炼	quyuronglian
曲折滤波器	quzhelvboqi
曲折线慢波线	quzhexianmanboxian
全反转	quanfanzhuan
全封闭风冷式电机	quanfengbifenglengshidianji
全封闭式电动机	quanfengbishidiandongji
全封闭式电机	quanfengbishidianji
全封闭水冷式电机	quanfengbishuilengshidianji
全景接收机	quanjingjieshouji
全景显示器	quanjingxianshiqi
全球定位系统	quanqiudingweixitong
全色显示	quansexianshi
全身辐射计	quanshenfusheji
全数字接入	quanshuzijieru
全通网络	quantongwangluo
全息术	quanxishu
全息图	quanxitu
全息显示	quanxixianshi
全息信息存储	quanxixinxicunchu
全息掩模技术	quanxiyanmojishu
全向传声器	quanxiangchuanshengqi
全向天线	quanxiangtianxian
全向信标	quanxiangxinbiao
全自动丝印机	quanzidongsiyinji
确定抖动	quedingdoudong
确认	queren
缺陷	quexian
群聚空间	qunjukongjian
群控	qunkong
群路信令	qunluxinling
群时延	qunshiyan
群速	qunsu
群同步	quntongbu
染料	ranliao
染料池	ranliaochi
燃料电池	ranliaodianchi
染料激光器	ranliaojiguangqi
染色	ranse
绕杆式天线	raoganshitianxian
绕接接触件	raojiejiechujian
扰码器	raomaqi
绕线式转子感应电动机	raoxianshizhuanziganyingdiandongji
绕组表面积	raozubiaomianji
绕组护罩	raozuhuzhao
绕组节距	raozujieju
热壁反应器	rebifanyingqi
热补偿合金	rebuchanghejin
热超声焊	rechaoshenghan
热冲击试验	rechongjishiyan
热传导真空计	rechuandaozhenkongji
热磁效应	recixiaoying
热磁写入	recixieru
热导率	redaolv
热导体	redaoti
热电发电机	redianfadianji
热电高温计	rediangaowenji
热电离	redianli
热电流温差电流	redianliuwenchadianliu
热电偶接点	redianoujiedian
热电器件	redianqijian
热点缺陷	redianquexian
热电式	redianshi
热电效应	redianxiaoying
热电转换器	redianzhuanhuanqi
热电子	redianzi
热电子电流	redianzidianliu
热电子放射	redianzifangshe
热电子继电器	redianzijidianqi
热电子晶体管	redianzijingtiguan
热对流	reduiliu
热分解淀积	refenjiedianji
热分子真空计	refenzizhenkongji
热光伏器件	reguangfuqijian
热核反应	rehefanying
热击穿	rejichuan
热继电器	rejidianqi
热激活电池	rejihuodianchi
热挤压	rejiya
热解外延	rejiewaiyan
热力发电机组	relifadianjizu
热离子发电器	relizifadianqi
热离子阴极	reliziyinji
热量输运	reliangshuyun
热流逸	reliuyi
热敏成象法	reminchengxiangfa
热敏电阻	remindianzu
热敏电阻电桥	remindianzudianqiao
热敏电阻温度计	remindianzuwenduji
热敏继电器	reminjidianqi
热敏铁氧体	remintieyangti
热偶真空计	reouzhenkongji
热疲劳	repilao
热屏蔽	repingbi
热屏阴极	repingyinji
热熔胶枪	rerongjiaoqiang
热容量	rerongliang
热设计	resheji
热水洗	reshuixi
热探针法	retanzhenfa
热透镜补偿	retoujingbuchang
热象图成象	rexiangtuchengxiang
热象仪	rexiangyi
热压	reya
热压焊	reyahan
热压铸	reyazhu
热氧化	reyanghua
热阴极电离真空计	reyinjidianlizhenkongji
热应力	reyingli
热载流子	rezailiuzi
热载流子二极管	rezailiuzierjiguan
热噪声	rezaosheng
热噪音	rezaoyin
热致变色	rezhibianse
热中子截面	rezhongzijiemian
热子	rezi
热阻	rezu
人工神经网络	rengongshenjingwangluo
人工指令	rengongzhiling
人机通信	renjitongxin
刃角磨损	renjiaomosun
任务故障率	renwuguzhanglv
刃形位错	renxingweicuo
任意单元法	renyidanyuanfa
任意子	renyizi
轫致辐射	renzhifushe
日光泵浦	riguangbengpu
容错	rongcuo
熔断电阻器	rongduandianzuqi
熔合接头	ronghejietou
容积扫描系统	rongjisaomiaoxitong
容抗	rongkang
容量区域	rongliangquyu
绒面电池	rongmiandianchi
熔盐法	rongyanfa
冗余技术	rongyujishu
冗余信息	rongyuxinxi
柔韧印制板	rourenyinzhiban
乳胶版	rujiaoban
入境链路	rujinglianlu
入库检验	rukujianyan
软波导	ruanbodao
软磁材料	ruancicailiao
软导线	ruandaoxian
软管调制器	ruanguantiaozhiqi
软件定义网	ruanjiandingyiwang
软失效率	ruanshixiaolv
瑞利区	ruiliqu
瑞利数	ruilishu
弱电流	ruodianliu
弱流电子光学	ruoliudianziguangxue
塞孔底片	saikongdipian
三重扩散	sanchongkuosan
三次谐波	sancixiebo
三端网络	sanduanwangluo
三基色	sanjise
散焦	sanjiao
三角波发生器	sanjiaobofashengqi
散粒噪声	sanlizaosheng
三能级系统	sannengjixitong
三绕组变压器	sanraozubianyaqi
散射	sanshe
散射计	sansheji
散射通信	sanshetongxin
散射系数	sanshexishu
三态缓冲器	santaihuanchongqi
三态逻辑	santailuoji
三探针法	santanzhenfa
三通道单脉冲	santongdaodanmaichong
三维集成电路	sanweijichengdianlu
三维显示	sanweixianshi
三相并励电动机	sanxiangbinglidiandongji
三相持续短路	sanxiangchixuduanlu
三相串励电动机	sanxiangchuanlidiandongji
三相电力网	sanxiangdianliwang
三相短路特性曲线	sanxiangduanlutexingquxian
三相换向电动机	sanxianghuanxiangdiandongji
三相三线制	sanxiangsanxianzhi
三相输电线	sanxiangshudianxian
三相鼠笼式感应电动机	sanxiangshulongshiganyingdiandongji
三相四线制	sanxiangsixianzhi
三相无功功率表	sanxiangwugonggonglvbiao
三相制	sanxiangzhi
三芯电缆	sanxindianlan
伞形反射天线	sanxingfanshetianxian
伞形天线	sanxingtianxian
三叶草慢波线	sanyecaomanboxian
三坐标雷达	sanzuobiaoleida
扫描	saomiao
扫描发生器	saomiaofashengqi
扫描角	saomiaojiao
扫描扩展透镜	saomiaokuozhantoujing
扫描扇形	saomiaoshanxing
扫描时间	saomiaoshijian
扫描微波频谱仪	saomiaoweibopinpuyi
扫描转换管	saomiaozhuanhuanguan
扫频发生器	saopinfashengqi
扫频反射计	saopinfansheji
扫频干涉仪	saopingansheyi
扫频宽度	saopinkuandu
扫频振荡器	saopinzhendangqi
扫时间	saoshijian
色差信号	sechaxinhao
色场	sechang
色纯度容差	sechundurongcha
色调	sediao
色度	sedu
色度学	seduxue
色键	sejian
色散特性	sesantexing
色同步信号	setongbuxinhao
色温	sewen
色心激光器	sexinjiguangqi
色元	seyuan
沙尘试验	shachenshiyan
筛分析法	shaifenxifa
筛选	shaixuan
栅瓣	shanban
扇出	shanchu
删除信道	shanchuxindao
钐钴磁体	shanguciti
扇入	shanru
闪烁	shanshuo
闪烁存储器	shanshuocunchuqi
闪烁谱仪	shanshuopuyi
闪烁探测器	shanshuotanceqi
闪烁体	shanshuoti
闪烁体溶液	shanshuotirongye
闪烁误差	shanshuowucha
闪烁噪声	shanshuozaosheng
闪烁正比探测器	shanshuozhengbitanceqi
删信码	shanxinma
扇形波束天线	shanxingboshutianxian
扇形塔康	shanxingtakang
扇形显示	shanxingxianshi
栅氧化层	shanyanghuaceng
上边带	shangbiandai
上变频	shangbianpin
上冲	shangchong
熵功率	shanggonglv
上海硅知识产权交易中心	shanghaiguizhishichanquanjiaoyizhongxin
上升时间	shangshengshijian
上跳变	shangtiaobian
上限类别温度	shangxianleibiewendu
上行链路	shangxinglianlu
上行线路	shangxingxianlu
上釉	shangyou
上阈	shangyu
烧穿距离	shaochuanjuli
烧结	shaojie
烧孔效应	shaokongxiaoying
少数载流子	shaoshuzailiuzi
射程分布	shechengfenbu
舌簧继电器	shehuangjidianqi
设计评审	shejipingshen
射极输出器	shejishuchuqi
射频放大器	shepinfangdaqi
射频溅射	shepinjianshe
射频离子镀	shepinlizidu
射频微电子	shepinweidianzi
射频质谱仪	shepinzhipuyi
舍入	sheru
射随器	shesuiqi
射线管	shexianguan
射线光电子能	shexianguangdianzineng
射线光刻	shexianguangke
射线光刻胶	shexianguangkejiao
射线探测器	shexiantanceqi
射线微分析	shexianweifenxi
射线正比计数器	shexianzhengbijishuqi
射线准直器	shexianzhunzhiqi
摄象管	shexiangguan
甚长波通信	shenchangbotongxin
甚低频通信	shendipintongxin
深度分布	shendufenbu
深度杂质	shenduzazhi
甚高频全向信标	shengaopinquanxiangxinbiao
甚高频通信	shengaopintongxin
肾功能仪	shengongnengyi
砷化钾	shenhuajia
砷化镓	shenhuajia
砷化镓太阳电池	shenhuajiataiyangdianchi
神经电描记术	shenjingdianmiaojishu
神经网络	shenjingwangluo
神经网络模型	shenjingwangluomoxing
深能级	shennengji
深能级中心	shennengjizhongxin
深施主能级	shenshizhunengji
深受主能级	shenshouzhunengji
砷酸二氘铯	shensuanerdaose
渗透	shentou
渗透率	shentoulv
甚小	shenxiao
深紫外光刻	shenziwaiguangke
生产批	shengchanpi
生成态晶体	shengchengtaijingti
剩磁	shengci
生存性	shengcunxing
声光	shengguang
声光接收机	shengguangjieshouji
声光晶体	shengguangjingti
声光陶瓷	shengguangtaoci
声光调制	shengguangtiaozhi
升华泵	shenghuabeng
声码器	shengmaqi
声敏感器	shengminganqi
生物磁学	shengwucixue
生物电	shengwudian
生物电池	shengwudianchi
生物电放大器	shengwudianfangdaqi
生物电子学	shengwudianzixue
生物电阻抗	shengwudianzukang
生物反馈	shengwufankui
生物分子器件	shengwufenziqijian
生物光电元件	shengwuguangdianyuanjian
生物计算机	shengwujisuanji
生物控制论	shengwukongzhilun
生物敏感器	shengwuminganqi
生物芯片	shengwuxinpian
生物遥测	shengwuyaoce
生物医学电子学	shengwuyixuedianzixue
剩余电压	shengyudianya
剩余响应	shengyuxiangying
生长率	shengzhanglv
生长丘	shengzhangqiu
生长取向	shengzhangquxiang
声子谱	shengzipu
声阻抗测听术	shengzukangcetingshu
时变系统	shibianxitong
识别	shibie
识别置信度	shibiezhixindu
示波管	shiboguan
示波器	shiboqi
失步	shibu
时不变系统	shibubianxitong
时差定位	shichadingwei
视场	shichang
湿电池	shidianchi
湿度试验	shidushiyan
湿法氧化	shifayanghua
释放力	shifangli
时分多址	shifenduozhi
时分复用	shifenfuyong
时分话音内插	shifenhuayinneicha
时分遥测	shifenyaoce
时分制交换	shifenzhijiaohuan
时分指令	shifenzhiling
失会聚	shihuiju
时基	shiji
时基电路	shijidianlu
时基校正器	shijijiaozhengqi
时间	shijian
时间变换器	shijianbianhuanqi
时间常数	shijianchangshu
时间抖动	shijiandoudong
时间分割系统	shijianfengexitong
时间分集	shijianfenji
时间分析器	shijianfenxiqi
时间符合指令	shijianfuhezhiling
时间继电器	shijianjidianqi
时间扩展室	shijiankuozhanshi
时间投影室	shijiantouyingshi
时间消隐	shijianxiaoyin
时间压缩	shijianyasuo
时间最优控制	shijianzuiyoukongzhi
视角	shijiao
蚀刻缺口	shikequekou
势垒	shilei
势垒层	shileiceng
势垒高度	shileigaodu
矢量发生器	shiliangfashengqi
失落	shiluo
史密斯	shimisi
史密斯圆图	shimisiyuantu
施密特触发器	shimitechufaqi
石墨承热器	shimochengreqi
市内电话	shineidianhua
视盘	shipan
失配	shipei
失配误差	shipeiwucha
失配终端	shipeizhongduan
视频处理器	shipinchuliqi
视频磁迹	shipinciji
视频磁头	shipincitou
视频放大器	shipinfangdaqi
时频码	shipinma
视频压缩	shipinyasuo
湿热试验	shireshiyan
湿闪络电压	shishanluodianya
湿式放电距离	shishifangdianjuli
实时示波器	shishishiboqi
实时通信	shishitongxin
实时信号处理	shishixinhaochuli
实时遥测	shishiyaoce
实时指令	shishizhiling
失锁	shisuo
失调	shitiao
失调电压	shitiaodianya
失调角	shitiaojiao
事务处理	shiwuchuli
时隙内信令	shixineixinling
时隙外信令	shixiwaixinling
视象管	shixiangguan
失效	shixiao
失效率	shixiaolv
失谐	shixie
实心导线	shixindaoxian
实心电子束	shixindianzishu
时序波瓣控制	shixubobankongzhi
时序分析	shixufenxi
时序模拟	shixumoni
时延常数	shiyanchangshu
时延均衡器	shiyanjunhengqi
试验信道	shiyanxindao
试验样品	shiyanyangpin
试验用变压器	shiyanyongbianyaqi
湿氧氧化	shiyangyanghua
拾音器	shiyinqi
石英反应室	shiyingfanyingshi
石英晶体	shiyingjingti
适应系数	shiyingxishu
石英谐振器	shiyingxiezhenqi
使用寿命	shiyongshouming
时域测量	shiyuceliang
时域均衡器	shiyujunhengqi
时域响应	shiyuxiangying
势越二极管	shiyueerjiguan
失真	shizhen
失真测度	shizhencedu
失真分析仪	shizhenfenxiyi
示值	shizhi
湿制程	shizhicheng
时滞系统	shizhixitong
时钟触发器	shizhongchufaqi
时钟发生器	shizhongfashengqi
时钟恢复	shizhonghuifu
时钟脉冲	shizhongmaichong
视轴	shizhou
施主	shizhu
施主耗尽	shizhuhaojin
收附	shoufu
受激发射	shoujifashe
受激复合	shoujifuhe
受激拉曼散射	shoujilamansanshe
受激吸收	shoujixishou
受夹介电常量	shoujiajiedianchangliang
受控对象	shoukongduixiang
寿命试验	shoumingshiyan
授时	shoushi
手术室监护仪	shoushushijianhuyi
受主	shouzhu
树表示	shubiaoshi
梳齿滤波器	shuchilvboqi
输出电压摆幅	shuchudianyabaifu
输出电阻	shuchudianzu
输出腔	shuchuqiang
输出阻抗	shuchuzukang
数传机	shuchuanji
束点	shudian
树根	shugen
疏化阵天线	shuhuazhentianxian
树结构	shujiegou
数据安全	shujuanquan
数据报	shujubao
数据采集系统	shujucaijixitong
数据处理	shujuchuli
数据电话机	shujudianhuaji
数据发生器	shujufashengqi
数据分析仪	shujufenxiyi
数据广播	shujuguangbo
数据记录仪	shujujiluyi
数据加密标准	shujujiamibiaozhun
数据链路层	shujulianluceng
数据通信	shujutongxin
数据通信网	shujutongxinwang
数据完整性	shujuwanzhengxing
数据稳定平台	shujuwendingpingtai
数据压缩	shujuyasuo
数据指令	shujuzhiling
数据终端设备	shujuzhongduanshebei
数据转换器	shujuzhuanhuanqi
数孔机	shukongji
树码	shuma
数模转换器	shumozhuanhuanqi
输入电阻	shurudianzu
输入失调电压	shurushitiaodianya
输入阻抗	shuruzukang
束射屏	shusheping
树文法	shuwenfa
书写电话机	shuxiedianhuaji
树叶	shuye
束引示管	shuyinshiguan
树语言	shuyuyan
树缘	shuyuan
束着屏误差	shuzhepingwucha
数值孔径	shuzhikongjing
树脂下限	shuzhixiaxian
梳状发射极结	shuzhuangfashejijie
数字电路	shuzidianlu
数字电路测试器	shuzidianluceshiqi
数字电压表	shuzidianyabiao
数字多用表	shuziduoyongbiao
数字分用器	shuzifenyongqi
数字复用	shuzifuyong
数字复用器	shuzifuyongqi
数字复用系列	shuzifuyongxilie
数字话音内插	shuzihuayinneicha
数字集成电路	shuzijichengdianlu
数字交换	shuzijiaohuan
数字录象机	shuziluxiangji
数字录音机	shuziluyinji
数字滤波器	shuzilvboqi
数字示波器	shuzishiboqi
数字通信	shuzitongxin
数字系统损伤	shuzixitongsunshang
数字显示	shuzixianshi
数字信号	shuzixinhao
数字仪器	shuziyiqi
数字用户线滤波器	shuziyonghuxianlvboqi
数字指令	shuzizhiling
刷洗	shuaxi
刷新周期	shuaxinzhouqi
衰减	shuaijian
衰减常数	shuaijianchangshu
衰减器	shuaijianqi
甩胶	shuaijiao
衰落信道	shuailuoxindao
衰落裕量	shuailuoyuliang
衰逝模	shuaishimo
