阿拉伯咖啡	alabokafei
玛琪琳	maqilin
干锅田鸡	ganguotianji
奶油五香豆	naiyouwuxiangdou
宋嫂面	songsaomian
鲤鱼三吃	liyusanchi
麻巧	maqiao
唐纳滋	tangnazi
海天金标生抽	haitianjinbiaoshengchou
小鱿鱼片	xiaoyouyupian
荷兰粉	helanfen
擂沙圆	leishayuan
水饺子	shuijiaozi
苹果酥	pingguosu
得莫利炖鱼	demolidunyu
猪油盒	zhuyouhe
开洋葱油面	kaiyangcongyoumian
马铃薯沙拉	malingshushala
凉鸡米线	liangjimixian
五彩雪花扇贝	wucaixuehuashanbei
云梦鱼面	yunmengyumian
德园包子	deyuanbaozi
螺丝鸡	luosiji
太安鱼	taianyu
咖啡饼干	kafeibinggan
草帽饼	caomaobing
米面皮子	mimianpizi
酸萝卜老鸭汤	suanluobolaoyatang
石子饼	shizibing
努力餐	nulican
玫瑰镜糕	meiguijinggao
马打滚	madagun
带把肘子	daibazhouzi
曹记驴肉	caojilvrou
盐火局鸡	yanhuojuji
生榨米粉	shengzhamifen
香草奶昔	xiangcaonaixi
吴山酥油饼	wushansuyoubing
鸡杂炒干巴菌	jizachaoganbajun
娥姐粉果	ejiefenguo
豆汤饭	doutangfan
香芹籽	xiangqinzi
蒙古包子	menggubaozi
克东腐乳	kedongfuru
玉兰饼	yulanbing
壹条龙饭庄	yitiaolongfanzhuang
小笼灌汤包	xiaolongguantangbao
蛋烧卖	danshaomai
鸭油酥烧饼	yayousushaobing
凉拌皮蛋	liangbanpidan
老正兴菜馆	laozhengxingcaiguan
热冬果	redongguo
珍珠粥	zhenzhuzhou
油炒粉	youchaofen
火宫殿臭豆腐	huogongdianchoudoufu
酸菜粉丝汤	suancaifensitang
梨丸	liwan
芝麻鱼	zhimayu
金银馒头	jinyinmantou
瓯江凤尾鱼	oujiangfengweiyu
天水杂烩	tianshuizahui
草莓新地	caomeixindi
凉拌鱼腥草	liangbanyuxingcao
清炒河虾仁	qingchaohexiaren
登瀛楼饭庄	dengyingloufanzhuang
庐洲	luzhou
蝎滚绣球	xiegunxiuqiu
五香酱肉	wuxiangjiangrou
泡菜牛肚丝	paocainiudusi
蒸蒸糕	zhengzhenggao
水煮田鸡	shuizhutianji
南京香肚	nanjingxiangdu
八仙粉	baxianfen
鲜肉粽子	xianrouzongzi
弥渡卷蹄	midujuanti
红螺食品	hongluoshipin
新南轩	xinnanxuan
糖醋脆皮鱼	tangcucuipiyu
曹操鸡	caocaoji
芥菜圆子	jiecaiyuanzi
红烧梭子蟹	hongshaosuozixie
飞龙汤	feilongtang
汪集鸡汤	wangjijitang
白运章包子	baiyunzhangbaozi
荷包饭	hebaofan
金华兔头煲	jinhuatutoubao
干煸土豆丝	ganbiantudousi
红烧兔头	hongshaotutou
千层牛肉饼	qiancengniuroubing
油炸洋芋	youzhayangyu
灰豆子	huidouzi
金瓜芋泥	jinguayuni
谭豆花	tandouhua
棒槌果子	bangchuiguozi
果冻三明治	guodongsanmingzhi
九江煎堆	jiujiangjiandui
意大利千层面	yidaliqiancengmian
酒醉河田鸡	jiuzuihetianji
南瓜包	nanguabao
糖藕片	tangoupian
意大利饺子	yidalijiaozi
熏马肠	xunmachang
老鼎丰糕点	laodingfenggaodian
清炒鳝糊	qingchaoshanhu
腌萝卜干	yanluobogan
咖喱牛肉汤	galiniuroutang
炒清虾仁	chaoqingxiaren
豉汁蒸排骨	chizhizhengpaigu
洋县黑米	yangxianheimi
辣子炒薰肉	lazichaoxunrou
烩羊杂碎	huiyangzasui
沙湖盐蛋	shahuyandan
秦安肚丝汤	qinandusitang
拔丝芋头	basiyutou
鱼翅饺	yuchijiao
碱水粑	jianshuiba
芝兰斋糕干	zhilanzhaigaogan
烧猪肝	shaozhugan
香菇肉丝	xianggurousi
鸡尾杯	jiweibei
萝卜丝鲫鱼汤	luobosijiyutang
油煎毛豆腐	youjianmaodoufu
汽水肉	qishuirou
汉水银梭	hanshuiyinsuo
海凉粉	hailiangfen
李锦记蒸鱼豉油	lijinjizhengyuchiyou
军屯锅魁	juntunguokui
秦安麻腐馍	qinanmafumo
双层吉士汉堡	shuangcengjishihanbao
冰葫芦	binghulu
谢凉粉	xieliangfen
开煲狗肉	kaibaogourou
汤丸王	tangwanwang
蛋花米酒	danhuamijiu
荠菜春卷	jicaichunjuan
天一坊	tianyifang
原平锅魁	yuanpingguokui
永胜油茶	yongshengyoucha
宴春酒楼	yanchunjiulou
老妈宫粽球	laomagongzongqiu
芙蓉餐厅	furongcanting
包谷粑粑	baogubaba
四季鲜蔬	sijixianshu
抹茶星冰乐	mochaxingbingle
合水粉葛	heshuifenge
鱼丝面	yusimian
深海鳕鱼堡	shenhaixueyubao
老山记海城馅饼	laoshanjihaichengxianbing
四条包子	sitiaobaozi
老麻抄手	laomachaoshou
延边苹果梨	yanbianpingguoli
酱玉瓜	jiangyugua
炒粉鱼	chaofenyu
培根火腿	peigenhuotui
神仙钵	shenxianbo
遵义豆花面	zunyidouhuamian
白斩河田鸡	baizhanhetianji
烤鸡皮	kaojipi
雪片糕	xuepiangao
凤尾鱼翅	fengweiyuchi
杨凌蘸水面	yanglingzhanshuimian
碗耳糕	wanergao
詹王鸡粉	zhanwangjifen
排冬菜	paidongcai
特级板烧鸡腿堡	tejibanshaojituibao
盘餐市	pancanshi
干捞粉	ganlaofen
小花片	xiaohuapian
青城泡菜	qingchengpaocai
油醪糟	youlaozao
徽州臭豆腐	huizhouchoudoufu
玻璃烧麦	bolishaomai
卤汁凉粉	luzhiliangfen
鹿肉片	luroupian
酸奶饼	suannaibing
锅渣	guozha
四喜蒸饺	sixizhengjiao
高汤水饺	gaotangshuijiao
成都餐厅	chengducanting
香菇肉酱	xiangguroujiang
扬州蛋炒饭	yangzhoudanchaofan
蔬菜比萨	shucaibisa
小炒牛肉	xiaochaoniurou
马赛鱼羹	masaiyugeng
忻州瓦酥	xinzhouwasu
啤酒鸭火锅	pijiuyahuoguo
鼠曲粿	shuquhua
麻辣火锅底	malahuoguodi
葱包桧儿	congbaoguier
台湾卤肉饭	taiwanluroufan
黎家竹筒饭	lijiazhutongfan
神池麻花	shenchimahua
桂花栗子羹	guihualizigeng
姜葱鸡	jiangcongji
酸菜猪肉炖粉条	suancaizhuroudunfentiao
豆花火锅	douhuahuoguo
刀切糍	daoqieci
大福来锅巴菜	dafulaiguobacai
高平烧豆腐	gaopingshaodoufu
镇宁波波糖	zhenningbobotang
金鱼饺	jinyujiao
白巧克力蛋糕	baiqiaokelidangao
油豆腐干	youdoufugan
金锣火腿肠	jinluohuotuichang
毫崩	haobeng
玉米排骨汤	yumipaigutang
牛肉蛋花粥	niuroudanhuazhou
枣泥酥饼	zaonisubing
淮饺	huaijiao
新疆杏	xinjiangxing
肉锅盔	rouguokui
葛记焖饼	gejimenbing
炖莲子	dunlianzi
铁板茄子	tiebanqiezi
什锦凉米线	shijinliangmixian
牛肉炒粉	niurouchaofen
治德号	zhidehao
蜜桔皮	mijupi
雪花蟹斗	xuehuaxiedou
发菜蒸蛋	facaizhengdan
汉中米面皮	hanzhongmimianpi
小煮面	xiaozhumian
葱肉饼	congroubing
芋儿烧鸡	yuershaoji
捻捻转	niannianzhuan
潮州老婆饼	chaozhoulaopobing
干锅狗肉	ganguogourou
红油猪耳	hongyouzhuer
美式菜肴	meishicaiyao
海天海鲜酱	haitianhaixianjiang
焜锅馍	kunguomo
木金肉丸	mujinrouwan
夹沙牛肉	jiashaniurou
百里香粉	bailixiangfen
青椒皮蛋	qingjiaopidan
马义兴	mayixing
雪花豆腐	xuehuadoufu
文楼汤包	wenloutangbao
冻银鱼	dongyinyu
帕尔木丁	paermuding
鲜花豆腐	xianhuadoufu
桂花糖粥	guihuatangzhou
青椒炒蛋	qingjiaochaodan
仔凉粉	zailiangfen
火腿粑粑	huotuibaba
萝卜干炒腊肉	luoboganchaolarou
什锦苏盘儿	shijinsupaner
特级金标生抽	tejijinbiaoshengchou
特级金标生抽王	tejijinbiaoshengchouwang
怪味兔头	guaiweitutou
家乐鸡粉	jialejifen
鸡茸蘑菇汤	jirongmogutang
炒糕粿	chaogaohua
鸡西冷面	jixilengmian
白肉罩火烧	bairouzhaohuoshao
油豆腐线粉汤	youdoufuxianfentang
长人馄饨	changrenhuntun
油氽馒头	youtunmantou
草莓芝士饼	caomeizhishibing
麻油干丝	mayougansi
油炸牛皮	youzhaniupi
钵仔禾虫	bozaihechong
田园脆鸡堡	tianyuancuijibao
福鼎芋	fudingyu
麻辣肚丝	maladusi
油锄片	youchupian
鸭母捻	yamunian
海天海鲜酱油	haitianhaixianjiangyou
清汤抄手	qingtangchaoshou
桂花稠酒	guihuachoujiu
玉楼东酒家	yuloudongjiujia
马祥兴菜馆	maxiangxingcaiguan
卤什件儿	lushijianer
凉拌金针菇	liangbanjinzhengu
浓情香鸡翼	nongqingxiangjiyi
烧大葱	shaodacong
手撕烤兔	shousikaotu
蜜桃片	mitaopian
静宁烧鸡	jingningshaoji
海参酥	haishensu
酸辣牛肉	suanlaniurou
黄坦糖	huangtantang
天源酱园	tianyuanjiangyuan
油葱果	youcongguo
豆豉姜	douchijiang
苹果软糖	pingguoruantang
菊花烧卖	juhuashaomai
劲霸鸡汁	jinbajizhi
豉汁蒸凤爪	chizhizhengfengzhao
油酥米花糖	yousumihuatang
进京乳腐	jinjingrufu
常熟叫化鸡	changshujiaohuaji
拌粉干	banfengan
城隍庙梨膏糖	chenghuangmiaoligaotang
鼎湖山茶饼	dinghushanchabing
临潼火晶柿子	lintonghuojingshizi
曲奇香奶	quqixiangnai
白记饺子	baijijiaozi
云南春卷	yunnanchunjuan
糖粥藕	tangzhouou
福建炒饭	fujianchaofan
面条像裤带	miantiaoxiangkudai
豆面饽饽	doumianbobo
牛丸粉	niuwanfen
宝发园	baofayuan
沙湾姜撞奶	shawanjiangzhuangnai
惠如楼	huirulou
蜂巢芋角	fengchaoyujiao
烩麻食	huimashi
桃粿	taohua
松仁糕	songrengao
海味面	haiweimian
斜桥榨菜	xieqiaozhacai
木瓜凉粉	mugualiangfen
腊肉火锅	larouhuoguo
椰汁西米糕	yezhiximigao
大湖鱼	dahuyu
古乐伴宴	guyuebanyan
乌龙吐珠	wulongtuzhu
核桃粘	hetaozhan
白糖伦教糕	baitanglunjiaogao
曲园酒家	quyuanjiujia
鱼肉水饺	yuroushuijiao
澳洲牛柳	aozhouniuliu
天主堂鸡片	tianzhutangjipian
酥理玛	sulima
水糍粑	shuiciba
火烧猪肉	huoshaozhurou
豆腐帘子	doufulianzi
凉糍粑	liangciba
家乐鸡精	jialejijing
百里香叶	bailixiangye
炒三不沾	chaosanbuzhan
猪油汤圆	zhuyoutangyuan
杏仁条	xingrentiao
宁波粽子	ningbozongzi
甜酒汤圆	tianjiutangyuan
汇泉饭店	huiquanfandian
闻喜饼	wenxibing
蜜汁红芋	mizhihongyu
鸡柳汉堡	jiliuhanbao
煎焖子	jianmenzi
凉拌粉丝	liangbanfensi
尼姑素面	nigusumian
烧三鲜	shaosanxian
双流老妈兔头	shuangliulaomatutou
蒲江米花糖	pujiangmihuatang
大理乳扇	dalirushan
贵妃饼	guifeibing
红梅珠香	hongmeizhuxiang
毛嘴卤鸡	maozuiluji
八宝野鸭	babaoyeya
樱桃蕃茄	yingtaofanqie
时辰包子	shichenbaozi
海鲜菇	haixiangu
凉瓜炒蛋	liangguachaodan
玉堂酱菜	yutangjiangcai
周村大酥烧饼	zhoucundasushaobing
油锅盔	youguokui
薄皮鲜虾饺	bopixianxiajiao
煨豆腐	weidoufu
虫草炖水鸭	chongcaodunshuiya
马乃司	manaisi
深海鳕鱼条	shenhaixueyutiao
榜舍龟	bangshegui
仲夏野莓	zhongxiayemei
包谷稀饭	baoguxifan
成都担担面	chengdudandanmian
溜鸡脯	liujipu
小炒黄牛肉	xiaochaohuangniurou
饽饽四品	bobosipin
李锦记叉烧酱	lijinjichashaojiang
莲蓬豆腐	lianpengdoufu
一品南乳肉	yipinnanrurou
重庆毛血旺	chongqingmaoxuewang
桂花鲜栗羹	guihuaxianligeng
泡儿油糕	paoeryougao
江毛水饺	jiangmaoshuijiao
冒节子肥肠粉	maojiezifeichangfen
烩小吃	huixiaochi
鱼头豆腐煲	yutoudoufubao
琼酱	qiongjiang
饽饽二品	boboerpin
干锅鸡杂	ganguojiza
猪油饽饽	zhuyoubobo
太后火锅	taihouhuoguo
炸飞禽	zhafeiqin
果子肉	guozirou
拨御面	boyumian
上汤时蔬	shangtangshishu
油炸蜂蛹	youzhafengyong
绿柳居菜馆	lvliujucaiguan
无米粿	wumihua
西塘八珍糕	xitangbazhengao
白糖杨梅	baitangyangmei
鸡豌豆凉粉	jiwandouliangfen
金刚脐	jingangqi
橙糕	chenggao
潮州鱼蛋粉	chaozhouyudanfen
宜良烧鸭	yiliangshaoya
卵石鲜鱼汤	luanshixianyutang
叶耳粑	yeerba
扒澳洲牛柳	baaozhouniuliu
豆沙卷	doushajuan
王兴记馄饨	wangxingjihuntun
北京水煮鱼	beijingshuizhuyu
茸汤广肚	rongtangguangdu
野菜窝头	yecaiwotou
松鹤楼菜馆	songheloucaiguan
清汤海参	qingtanghaishen
烟台焖子	yantaimenzi
白皮儿	baipier
葛粉圆子	gefenyuanzi
蘸仔鸭	zhanziya
红星兔丁	hongxingtuding
带皮黄牛肉	daipihuangniurou
蜜饯海棠	mijianhaitang
过桥抄手	guoqiaochaoshou
羊肉蒸饺	yangrouzhengjiao
葱爆牛柳	congbaoniuliu
剁椒蒸芋头	duojiaozhengyutou
麻辣鸭脖子	malayabozi
火爆肥肠	huobaofeichang
烫面蒸饺	tangmianzhengjiao
酸辣蕨根粉	suanlajuegenfen
沙县馄饨	shaxianhuntun
孜然排骨	ziranpaigu
粤香村	yuexiangcun
大京枣	dajingzao
应记云吞面	yingjiyuntunmian
铁板田鸡	tiebantianji
酸奶黄瓜	suannaihuanggua
莳萝草	shiluocao
酸辣鸡杂	suanlajiza
干锅牛肉	ganguoniurou
虎皮花生	hupihuasheng
爆炒田鸡	baochaotianji
黄糕粑	huanggaoba
蜀风园	shufengyuan
普集烧鸡	pujishaoji
烧鸳鸯	shaoyuanyang
卤肉锅盔	lurouguokui
拖叶	tuoye
烤鹿脯	kaolupu
什锦豆腐脑	shijindoufunao
同安封肉	tonganfengrou
龙凤面	longfengmian
锦山牛肉干	jinshanniurougan
焜锅馍馍	kunguomomo
怀远三绝	huaiyuansanjue
煮凉粉	zhuliangfen
庄里合儿饼	zhuangliheerbing
大理饵块	dalierkuai
如意回卤干	ruyihuilugan
翡翠烧麦	feicuishaomai
炸素卷圈	zhasujuanquan
五仁包	wurenbao
炒糊饽	chaohubo
花生粘	huashengzhan
高三酱肉	gaosanjiangrou
干烧鲫鱼	ganshaojiyu
炸藕合	zhaouhe
绿豆丸子	lvdouwanzi
祭灶果	jizaoguo
郑州烤鸭	zhengzhoukaoya
贴饽饽熬鱼	tieboboaoyu
郭八火烧	guobahuoshao
鄱阳湖狮子头	poyanghushizitou
刺龙牙	cilongya
李锦记海鲜酱	lijinjihaixianjiang
簸箕炊	bojichui
百花串酱菜	baihuachuanjiangcai
博望锅盔	bowangguokui
井冈山烟笋烧肉	jinggangshanyansunshaorou
勾魂面	gouhunmian
榆次灌肠	yuciguanchang
酥合子	suhezi
知味小笼	zhiweixiaolong
顶顶糕	dingdinggao
奶汁鱼片	naizhiyupian
玫瑰蜜饯	meiguimijian
新加坡肉骨茶	xinjiaporougucha
酥皮莲蓉包	supilianrongbao
鲜蘑菜心	xianmocaixin
桂林田螺	guilintianluo
南沙饼	nanshabing
五香兔头	wuxiangtutou
宵米	xiaomi
汾酒牛肉	fenjiuniurou
广州凉粉	guangzhouliangfen
蜂蜜花生	fengmihuasheng
桂花酒酿元宵	guihuajiuniangyuanxiao
青海月饼	qinghaiyuebing
蟹肉汤包	xieroutangbao
鹅肝酱牛排	eganjiangniupai
猪脏面	zhuzangmian
脆绍面	cuishaomian
喇嘛糕	lamagao
凉瓜牛肉	liangguaniurou
三河米饺	sanhemijiao
羊肉松	yangrousong
梆梆肉	bangbangrou
米果汁	miguozhi
牛羊肉煮馍	niuyangrouzhumo
片皮乳猪	pianpiruzhu
谈炎记水饺	tanyanjishuijiao
绿茵白兔饺	lvyinbaitujiao
保德油枣	baodeyouzao
砂子饼	shazibing
梳子百页	shuzibaiye
美极虾	meijixia
贾家灌汤包	jiajiaguantangbao
麂子干巴	jiziganba
晒炉肉	shailurou
芝士蛋堡	zhishidanbao
粒粒脆	lilicui
面鱼子	mianyuzi
水盆大肉	shuipendarou
苞芦松	baolusong
烩番薯	huifanshu
荷叶糯米鸡	heyenuomiji
酒酿棉子圆	jiuniangmianziyuan
狼牙蜜	langyami
燕面揉揉	yanmianrourou
白水羊肉	baishuiyangrou
邢台道口烧鸡	xingtaidaokoushaoji
溜牛里脊	liuniuliji
筱筱火勺	xiaoxiaohuoshao
香草凤尾虾	xiangcaofengweixia
和记米粉	hejimifen
牌坊面	paifangmian
铜仁绿豆粉	tongrenlvdoufen
青椒回锅肉	qingjiaohuiguorou
砂锅羊肉	shaguoyangrou
白面锅盔	baimianguokui
酸辣大白菜	suanladabaicai
鱼香牛肉丝	yuxiangniurousi
满族饽饽	manzubobo
麻辣蹄筋	malatijin
清油盘丝饼	qingyoupansibing
油炸馄饨	youzhahuntun
蒜蓉粉丝蒸扇贝	suanrongfensizhengshanbei
捶肉	chuirou
鱼头窝	yutouwo
油鸡棕	youjizong
沙茶烤肉串	shachakaorouchuan
鸡肉生煎馒头	jiroushengjianmantou
劲霸青芥辣	jinbaqingjiela
桐叶粑粑	tongyebaba
冰凉糕	binglianggao
金丝酥雀	jinsisuque
合水西瓜	heshuixigua
酱汁瓦块鱼	jiangzhiwakuaiyu
鱼儿粉	yuerfen
巧克力新地	qiaokelixindi
郭汤圆	guotangyuan
烩水果	huishuiguo
号腐干	haofugan
冰糖核桃	bingtanghetao
荞剁面	qiaoduomian
黄金香肉脯	huangjinxiangroupu
豆付干	doufugan
古月胡三合泥	guyuehusanheni
石屏烧豆腐	shipingshaodoufu
煎碗坨	jianwantuo
油泼肉	youporou
海南嘉积鸭	hainanjiajiya
伏岭玫瑰酥	fulingmeiguisu
迷宗大包	mizongdabao
酵粿	jiaohua
冰菜	bingcai
爆炒羊羔肉	baochaoyanggaorou
黄米油糕	huangmiyougao
鸿兴泰	hongxingtai
劲脆鸡腿堡	jincuijituibao
普宁豆干	puningdougan
乐福园酒店	lefuyuanjiudian
糖荸荠	tangbiqi
白蛇烧饼	baisheshaobing
蜜饯樱桃	mijianyingtao
杏瓣儿	xingbaner
宫保野兔	gongbaoyetu
烩南荠	huinanji
干煸肥肠	ganbianfeichang
吴家熏肉	wujiaxunrou
腌苤蓝丝儿	yanpielansier
五果汤	wuguotang
鲜蔬足尊牛堡	xianshuzuzunniubao
川味凉面	chuanweiliangmian
砂锅肥肠	shaguofeichang
炒墨鱼丝	chaomoyusi
猴脑汤	hounaotang
酥锅盔	suguokui
一品香饭店	yipinxiangfandian
干锅土鸡	ganguotuji
红烧草鱼	hongshaocaoyu
烧臆子	shaoyizi
双球冰淇淋	shuangqiubingqilin
杜称奇火烧	duchengqihuoshao
水煮鳝鱼	shuizhushanyu
油炸螺丝糕	youzhaluosigao
海南椰子盅	hainanyezizhong
烤冷面	kaolengmian
天香鲍鱼	tianxiangbaoyu
猪柳蛋汉堡	zhuliudanhanbao
秤管糖	chengguantang
卤肉夹锅魁	luroujiaguokui
黄蚂蚁蛋	huangmayidan
杂菇煲	zagubao
文楼蟹黄汤包	wenlouxiehuangtangbao
酸辣藕丁	suanlaouding
白记水饺	baijishuijiao
京东馅饼	jingdongxianbing
苹果冻	pingguodong
红油兔丁	hongyoutuding
罐焖鱼唇	guanmenyuchun
特级红辣椒	tejihonglajiao
咸馓子	xiansanzi
开洋葱油拌面	kaiyangcongyoubanmian
水煮鱼头	shuizhuyutou
果蒸棕	guozhengzong
酿雪梨	niangxueli
大救架	dajiujia
揽饭	lanfan
徽州桃脂烧肉	huizhoutaozhishaorou
烫面油糕	tangmianyougao
凉拌莲藕	liangbanlianou
杨裕兴面条	yangyuxingmiantiao
白猪头肉	baizhutourou
马蹄松	matisong
果条筒	guotiaotong
酱泼肉	jiangporou
豆蓉糯米饭	dourongnuomifan
平遥碗脱则	pingyaowantuoze
桑果雪芭	sangguoxueba
双麻火烧	shuangmahuoshao
潮州粿条	chaozhouhuatiao
酸黄菜	suanhuangcai
椒盐馓子	jiaoyansanzi
水豆鼓	shuidougu
罐罐蒸馍	guanguanzhengmo
合意饼	heyibing
玫瑰酥饼	meiguisubing
牛杂萝卜汤	niuzaluobotang
八批果子	bapiguozi
墨西哥玉米片	moxigeyumipian
味窖板	weijiaoban
祥龙双飞	xianglongshuangfei
五香杏仁	wuxiangxingren
泰舒茶	taishucha
芫爆仔鸽	yuanbaozige|yuanbaozaige
什锦素菜包	shijinsucaibao
蜜饯青梅	mijianqingmei
草菇西兰花	caoguxilanhua
炸木耳	zhamuer
叉烧包子	chashaobaozi
火烧冬笋	huoshaodongsun
五香酱鸡	wuxiangjiangji
啤酒汤	pijiutang
燕皮丝	yanpisi
定襄蒸肉	dingxiangzhengrou
介休贯馅糖	jiexiuguanxiantang
熘腰花儿	liuyaohuaer
代县黄酒	daixianhuangjiu
清汤火锅底	qingtanghuoguodi
鸡杂面	jizamian
范关酒	fanguanjiu
香竹烤饭	xiangzhukaofan
山东包子	shandongbaozi
唐场豆腐乳	tangchangdoufuru
吉士蛋堡	jishidanbao
杏仁佛手	xingrenfoshou
陕西党参	shanxidangshen
饺子粑	jiaoziba
什锦套肠儿	shijintaochanger
香柚蜂蜜茶	xiangyoufengmicha
济南肴鸡	jinanyaoji
小锅卤饵块	xiaoguoluerkuai
龙虎凤烩	longhufenghui
卤肉锅魁	lurouguokui
和合腰子	heheyaozi
红庙酥饼	hongmiaosubing
凉豌豆粉	liangwandoufen
一捏酥	yiniesu
超级至尊比萨	chaojizhizunbisa
炸支竹	zhazhizhu
功德林蔬食处	gongdelinshushichu
荸荠一品锅	biqiyipinguo
皇后双皮奶	huanghoushuangpinai
砂锅狗肉	shaguogourou
酱黑菜	jiangheicai
叙府陈年糟蛋	xufuchennianzaodan
黄焖狗肉	huangmengourou
鲜果布丁	xianguobuding
清梅居	qingmeiju
新兴园蒸饺	xinxingyuanzhengjiao
香心菜	xiangxincai
泥钉冻	nidingdong
刀切酥	daoqiesu
木犀糕	muxigao
洪都鸡	hongduji
黑胡椒酱汁	heihujiaojiangzhi
芥茉鸭掌	jiemoyazhang
酸蚂蚁蛋	suanmayidan
陆记烫面炸糕	lujitangmianzhagao
千页糕	qianyegao
莴笋肉丝	wosunrousi
江北熊鸭子	jiangbeixiongyazi
一篓油水饺	yilouyoushuijiao
流蜞蛋	liuqidan
八宝茶汤	babaochatang
烧紫盖儿	shaozigaier
鳝鱼凉米线	shanyuliangmixian
木赛来斯	musailaisi
挂粉汤圆	guafentangyuan
凤尾吐司虾片	fengweitusixiapian
牛奶太妃	niunaitaifei
肉罐肉	rouguanrou
煎芋饼	jianyubing
姜汁鱼片	jiangzhiyupian
西北凉皮	xibeiliangpi
福寿糕	fushougao
香甜粟米棒	xiangtiansumibang
德盛园	deshengyuan
大京果	dajingguo
南涧锅巴豆粉	nanjianguobadoufen
瑶柱汤	yaozhutang
文蛤饼	wengebing
奇峰阁	qifengge
清焖莲子	qingmenlianzi
浙江榨菜	zhejiangzhacai
陕北红小豆	shanbeihongxiaodou
王家核桃馍	wangjiahetaomo
景家麻花	jingjiamahua
南浔香大头菜	nanxunxiangdatoucai
重阳栗糕	chongyangligao
壶关羊汤	huguanyangtang
甑子糕	zengzigao
芝麻螺	zhimaluo
清蒸牛蹄筋	qingzhengniutijin
绿豆兜	lvdoudou
太后御膳泡泡糕	taihouyushanpaopaogao
脆皮石鱼卷	cuipishiyujuan
枫镇大面	fengzhendamian
慧仁米粥	huirenmizhou
卓资山熏鸡	zhuozishanxunji
海参三大件	haishensandajian
阿焕鸭面	ahuanyamian
金蟾玉鲍	jinchanyubao
泥鳅煮酸菜	niqiuzhusuancai
博山烤肉	boshankaorou
落汤糍	luotangci
果酱夹心饼干	guojiangjiaxinbinggan
烩银丝儿	huiyinsier
长安板栗	changanbanli
陈村枧水	chencunjianshui
洞子口张凉粉	dongzikouzhangliangfen
御菜三品	yucaisanpin
片鸡粉	pianjifen
鱼翅四大件	yuchisidajian
带江草堂	daijiangcaotang
陈春麻辣粉	chenchunmalafen
炝竹笋	qiangzhusun
烤鸭条	kaoyatiao
一品玉带糕	yipinyudaigao
象形拼盘	xiangxingpinpan
炕洋芋	kangyangyu
姜汁豆角	jiangzhidoujiao
鲜虾荷叶饭	xianxiaheyefan
香菜籽粉	xiangcaizifen
包烧鲜鱼	baoshaoxianyu
安泽火腿	anzehuotui
朴枳果	puzhiguo
酥炸鱿鱼	suzhayouyu
桂花赤豆汤	guihuachidoutang
四味荞包	siweiqiaobao
韭菜炒河虾	jiucaichaohexia
夫妻肺片店	fuqifeipiandian
永安笋干	yongansungan
孔府地锅一绝	kongfudiguoyijue
辣菜饼	lacaibing
焖鸭掌儿	menyazhanger
一棒雪	yibangxue
李锦记卤水汁	lijinjilushuizhi
凤凰社饭	fenghuangshefan
油攒大虾	youcuandaxia
酸辣肥肠	suanlafeichang
印度香米饭	yinduxiangmifan
桂花糖芋艿	guihuatangyunai
烩酸蕾	huisuanlei
地瓜果脯	diguaguofu
一品大包	yipindabao
脂油雪花儿菜	zhiyouxuehuaercai
迷迭香粉	midiexiangfen
氽大甲	tundajia
杭州老鸭煲	hangzhoulaoyabao
素椒杂酱面	sujiaozajiangmian
徽州裹粽	huizhouguozong
蚝油牛柳	haoyouniuliu
杏仁儿酪	xingrenerlao
金针菇肉丝	jinzhengurousi
素炝春不老	suqiangchunbulao
屯溪徽	tunxihui
白肉丝儿	bairousier
熘脊髓	liujisui
堂煎牛仔骨	tangjianniuzaigu
火焙豆腐	huobeidoufu
咸肉丝儿	xianrousier
菊花龙虎凤蛇羹	juhualonghufengshegeng
潮州春饼	chaozhouchunbing
炒银枝儿	chaoyinzhier
酱菜四品	jiangcaisipin
芜湖瓜子	wuhuguazi
莲蓬鱼	lianpengyu
兴义耳块粑	xingyierkuaiba
粗黑胡椒粉	cuheihujiaofen
鸡蛋肉松卷	jidanrousongjuan
珍珠贝肉	zhenzhubeirou
武功镇起花面	wugongzhenqihuamian
奶白葡萄	naibaiputao
铁板鳝鱼	tiebanshanyu
南通跳面	nantongtiaomian
酥肉汤	suroutang
酒糟汤圆	jiuzaotangyuan
绣球乾贝	xiuqiuqianbei
海鲜水果沙拉	haixianshuiguoshala
茉莉雀舌毫	moliqueshehao
枣泥锅饼	zaoniguobing
澄江藕粉	chengjiangoufen
东古一品鲜	dongguyipinxian
泡椒肥肠	paojiaofeichang
会友发包子	huiyoufabaozi
奉化摇蜡	fenghuayaola
陆稿荐卤肉	lugaojianlurou
康家脆哨面	kangjiacuishaomian
机粽	jizong
三丝瓜卷	sansiguajuan
樱桃蜜饯	yingtaomijian
酸豆角肉沫	suandoujiaoroumo
汁鲫鱼	zhijiyu
芝麻南糖	zhimanantang
膳汤一品	shantangyipin
佛公饼	fogongbing
豆腐老鼠	doufulaoshu
三仙丸子	sanxianwanzi
参芪母鸡汤	shenqimujitang
九珠皮蛋	jiuzhupidan
酸菜黑圪条	suancaiheigetiao
银耳大枣汤	yinerdazaotang
布朗族菜	bulangzucai
罗锅肉	luoguorou
和味炒田螺	heweichaotianluo
炒珍珠鸡	chaozhenzhuji
滑肉汤	huaroutang
繁峙疤饼	fanshibabing
清拌腰丝儿	qingbanyaosier
红酒猪排	hongjiuzhupai
